window,train_start,train_end,test_start,risk_on_put_delta,risk_on_call_delta,risk_off_put_delta,risk_off_call_delta,protection_ratio_risk_on,protection_ratio_risk_off,ladder_tenors,purchase_frequency_days,use_put_spreads,use_call_spreads,min_hedge,budget_tiers,train_cagr,train_max_dd,test_cagr,test_max_dd,test_vol,test_sharpe,score
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.25,0.08,0.5,0.7,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.01136220435699875,0.007456451623170642,0.09974983783362124,0.023847656406013537,0.04984553739558871,1.2510326719365992,0.09974983783362124
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.2,0.12,0.5,0.7,"[35, 70, 105]",7,False,False,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",0.016971921636740106,0.008318537033685403,0.17401951496792112,0.03890795416854206,0.0863068175153312,1.3146417200817562,0.17401951496792112
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.2,0.08,0.3,0.7,"[35, 70, 105]",14,True,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.013898281563287984,0.008239178775368639,0.13263974210559337,0.027857767067193794,0.06154286052149837,1.37963544082426,0.13263974210559337
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.2,0.08,0.5,0.7,"[35, 70, 105]",7,True,False,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",0.021171116100910492,0.01125607667122316,0.2232347340261711,0.03196143060735667,0.07898382201842927,1.7917563559663336,0.2232347340261711
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.08,-0.3,0.08,0.3,0.7,"[30, 60, 90]",14,False,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.013646350379048933,0.008987076773622269,0.12145904604348123,0.029578977357568238,0.06269864188787294,1.20963277653939,0.12145904604348123
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.25,0.08,0.4,0.8,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.012080737587859991,0.007910642067270853,0.10329001132575755,0.028216904276947667,0.05538856175990316,1.1507991022595296,0.10329001132575755
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.2,0.12,0.4,0.7,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.0240324034212136,0.013460586537452959,0.23841226097298307,0.04619512776975829,0.1023266600123576,1.4424284317581042,0.23841226097298307
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.3,0.12,0.4,0.7,"[35, 70, 105]",14,False,False,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.011135240814621472,0.006064201784210924,0.10073465765008294,0.024891172452201245,0.049712198428176625,1.2855490511524175,0.10073465765008294
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.2,0.08,0.4,0.7,"[30, 60, 90]",10,True,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.014195384440556014,0.009233869982513085,0.13352613660949686,0.029504649829777786,0.06436107967070526,1.320564586333536,0.13352613660949686
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.08,-0.2,0.12,0.4,0.7,"[35, 70, 105]",7,False,False,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.016592188634888982,0.009029239319320944,0.16716522506060638,0.033590845346669645,0.0762103228859679,1.4161688647673636,0.16716522506060638
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.2,0.08,0.3,0.7,"[35, 70, 105]",10,False,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.01202435311706651,0.007251390636179859,0.11074970361841596,0.02489620617416296,0.05316964712821127,1.3257964799617976,0.11074970361841596
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.12,-0.2,0.08,0.4,0.7,"[35, 70, 105]",10,True,False,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.012433550456867337,0.006713992142478489,0.12533074163879565,0.01934725131780378,0.047675281530684746,1.7199144399322766,0.12533074163879565
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.3,0.12,0.4,0.8,"[35, 70, 105]",10,False,False,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.010328227900601172,0.005306987143707994,0.09532597732572112,0.017926913810494546,0.038427434099604835,1.5842500721670119,0.09532597732572112
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.2,0.08,0.5,0.8,"[30, 60, 90]",7,True,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.025066674356754248,0.015275904412203504,0.24773950991885174,0.04722402937670899,0.10620062352662482,1.4357358523936454,0.24773950991885174
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.12,-0.2,0.12,0.4,0.7,"[30, 60, 90]",14,True,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",0.014072600993132456,0.00915091028623356,0.13603719564153183,0.028535546800071223,0.06346203743123603,1.378727828362068,0.13603719564153183
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.3,0.12,0.5,0.8,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.011419890125234033,0.007596694009185547,0.0988563789839354,0.02488511937650883,0.05076521550855086,1.2100117195158597,0.0988563789839354
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.08,-0.2,0.08,0.3,0.7,"[35, 70, 105]",14,False,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.012026396023814945,0.0072527540302947885,0.11078027478784702,0.024895903921921054,0.05317303062778182,1.3261180397853327,0.11078027478784702
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.3,0.12,0.4,0.7,"[30, 60, 90]",7,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.02275709102350132,0.013344988164954687,0.2068694621192011,0.04995980173494152,0.10458419695350449,1.2032659206472418,0.2068694621192011
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.3,0.08,0.5,0.8,"[35, 70, 105]",10,False,False,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",0.009750353679754298,0.005021169579880334,0.08872600269722164,0.019814420571092138,0.04391698157498615,1.2929897911319377,0.08872600269722164
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.25,0.08,0.3,0.8,"[30, 60, 90]",14,False,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",0.013279000722294265,0.00801706392389589,0.12057474743305874,0.027927964822258323,0.059850787418404744,1.2691289015414144,0.12057474743305874
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.3,0.08,0.3,0.7,"[35, 70, 105]",14,False,True,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",0.012323636239026436,0.008345309446299656,0.10857430992532957,0.02975852753111663,0.0619128035571915,1.100970206699545,0.10857430992532957
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.15,-0.3,0.08,0.5,0.7,"[35, 70, 105]",7,False,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",0.020969299726738555,0.012486972837565686,0.21763845368271273,0.049597599627328,0.10803658737510964,1.2980462445406848,0.21763845368271273
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.25,0.12,0.5,0.8,"[30, 60, 90]",7,False,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.017838531976339667,0.008499600523904166,0.19166899725104414,0.033298394874367726,0.07697510824206945,1.624291373482896,0.19166899725104414
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.08,-0.25,0.08,0.3,0.7,"[35, 70, 105]",14,False,True,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.012324470249164055,0.008345860190792389,0.11142140784027266,0.026561601474167786,0.05603617339492581,1.255802099253198,0.11142140784027266
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.2,0.08,0.4,0.8,"[35, 70, 105]",14,True,True,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.014100215830354479,0.009270368572573812,0.1339058536103317,0.028627157603525494,0.06356268105696233,1.3459746340640826,0.1339058536103317
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.2,0.08,0.5,0.8,"[35, 70, 105]",7,False,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.019480916991807096,0.012093919825228786,0.18678691638944023,0.047812807977997106,0.10132876273566215,1.1676974270842724,0.18678691638944023
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.2,0.12,0.4,0.7,"[35, 70, 105]",10,True,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",0.014042605304867006,0.009130409075144182,0.1348134077302814,0.027604462023023343,0.062631846929304,1.3804492450304788,0.1348134077302814
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.3,0.12,0.5,0.8,"[35, 70, 105]",10,True,False,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.01243964926345087,0.006715338225883083,0.12536883807276689,0.019347089673797693,0.04767902793823246,1.7201151456852066,0.12536883807276689
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.3,0.12,0.5,0.7,"[35, 70, 105]",7,False,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",0.01946527383226071,0.012097503319754104,0.2074009059511961,0.047811437883621084,0.1034237843904275,1.3122420178290028,0.2074009059511961
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.2,0.12,0.4,0.7,"[30, 60, 90]",7,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.022757611697966862,0.01334584949279683,0.20688773191386534,0.04995941837871349,0.10458527200882176,1.203384259619342,0.20688773191386534
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.2,0.12,0.3,0.8,"[30, 60, 90]",7,False,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",0.02489834450897943,0.015368810581915186,0.22152991934902166,0.04940948013189955,0.10659449563483006,1.2371639247556947,0.22152991934902166
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.08,-0.3,0.12,0.5,0.8,"[35, 70, 105]",7,True,False,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",0.02117916194317826,0.011278103793677427,0.2232764613157625,0.03202552225647516,0.0791229551954076,1.7888771826022034,0.2232764613157625
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.15,-0.2,0.12,0.4,0.7,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.012069247441449882,0.00793941599663187,0.10319428274821174,0.028218119493762076,0.05539258304279474,1.149768168520651,0.10319428274821174
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.2,0.12,0.3,0.8,"[35, 70, 105]",10,True,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",0.01423766206788235,0.009303651807256513,0.1334198679227736,0.029506393783669517,0.06436980898450709,1.3170253631386222,0.1334198679227736
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.3,0.12,0.4,0.8,"[35, 70, 105]",7,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.020762613133631813,0.013418537594476884,0.18735408896520234,0.043323648318263956,0.09094813575906581,1.2543756195817068,0.18735408896520234
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.3,0.08,0.3,0.7,"[30, 60, 90]",14,True,True,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.014262618954763218,0.009209141271209201,0.13348836342914727,0.029505464513773772,0.06436665410326971,1.3168881150853202,0.13348836342914727
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.2,0.08,0.5,0.7,"[30, 60, 90]",10,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.014104330447182845,0.009231744876562172,0.13511152718077613,0.02885787007980843,0.06376450803809562,1.358310862840064,0.13511152718077613
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.2,0.08,0.4,0.7,"[30, 60, 90]",7,False,True,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",0.022583618713671427,0.013344988164954687,0.2167923299979655,0.049430626054704045,0.10659079154736924,1.2637997482508183,0.2167923299979655
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.3,0.08,0.4,0.7,"[30, 60, 90]",10,True,True,0.4,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.014037843257002303,0.00904449930925958,0.1373225828510216,0.028103942155070935,0.0630638126386577,1.4064932868809688,0.1373225828510216
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.3,0.12,0.3,0.7,"[35, 70, 105]",14,False,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",0.012302499353155527,0.008376534728094085,0.11132789164845547,0.02656266551259063,0.05603441854550179,1.2554932453857306,0.11132789164845547
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.08,-0.3,0.12,0.4,0.8,"[35, 70, 105]",7,False,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.02027790704897159,0.012794949443316318,0.19296306193035773,0.03829706267320039,0.08681733227231109,1.3801042080221864,0.19296306193035773
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.2,0.12,0.3,0.8,"[35, 70, 105]",14,True,True,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.01417294158155391,0.009365567373119792,0.13320003411771753,0.029509205195632316,0.06437418141076913,1.3168795224521015,0.13320003411771753
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.25,0.08,0.5,0.7,"[35, 70, 105]",10,True,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",0.014081550665237197,0.009211929626179668,0.13433165085951448,0.028189620869878695,0.06316738593965691,1.3607829037433457,0.13433165085951448
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.25,0.08,0.5,0.7,"[30, 60, 90]",14,False,False,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",0.009856016420546565,0.0043621426681951835,0.09309368623930903,0.01530395473585649,0.03737751070711361,1.6104447548875216,0.09309368623930903
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.3,0.08,0.5,0.8,"[35, 70, 105]",7,True,False,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.02115581699813629,0.011252778282678674,0.2231300351679677,0.03196254159950569,0.07897792465115873,1.791367859366766,0.2231300351679677
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.25,0.12,0.5,0.7,"[30, 60, 90]",10,True,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.014075038923179628,0.009151710925475757,0.1360511573170855,0.028535516307394843,0.06346266772097825,1.3787952028201413,0.1360511573170855
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.15,-0.2,0.08,0.3,0.8,"[30, 60, 90]",10,True,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.014174980845290674,0.009363500385966249,0.13322120617932343,0.029508961436870606,0.06437607653442322,1.317038885475677,0.13322120617932343
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.3,0.08,0.4,0.7,"[30, 60, 90]",14,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.011590353945184706,0.008029925040629132,0.10368174713479061,0.02607890863792233,0.05599721794683965,1.1708426658199327,0.10368174713479061
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.3,0.12,0.3,0.8,"[30, 60, 90]",10,True,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",0.014193516354089608,0.00932907432133531,0.13328036984228242,0.02950819524515864,0.0643743688123526,1.317037775188503,0.13328036984228242
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.15,-0.25,0.08,0.3,0.8,"[30, 60, 90]",10,False,True,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.013555311788872038,0.009141200778707014,0.121150206735952,0.029582781586180634,0.06270442808882262,1.209400878996071,0.121150206735952
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.25,0.08,0.4,0.8,"[30, 60, 90]",7,True,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.025312741487818258,0.015648381896945916,0.24209264521430307,0.04923676974569319,0.10766073144716874,1.3691579658096293,0.24209264521430307
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.2,0.12,0.3,0.8,"[30, 60, 90]",14,True,True,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",0.014176714468894902,0.009363482795795077,0.13323533063069437,0.029508804241762745,0.06437683829556586,1.3171380333188176,0.13323533063069437
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.25,0.08,0.4,0.8,"[35, 70, 105]",10,True,True,0.4,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",0.014100215830354479,0.009270368572573812,0.1339058536103317,0.028627157603525494,0.06356268105696233,1.3459746340640826,0.1339058536103317
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.3,0.12,0.3,0.7,"[35, 70, 105]",14,True,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.014213374089220743,0.009333302053256743,0.13335137432023703,0.029507304813506153,0.06437312754720954,1.317129047095389,0.13335137432023703
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.25,0.08,0.4,0.8,"[30, 60, 90]",10,True,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",0.014105368689002917,0.00923177445723376,0.13511985381023717,0.02885776470932459,0.06376579751178885,1.3583515729703786,0.13511985381023717
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.2,0.08,0.5,0.7,"[35, 70, 105]",7,False,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",0.020969883269337464,0.012489404866223637,0.217655787553378,0.04959725073924237,0.10803639453161586,1.2981638453075635,0.217655787553378
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.15,-0.25,0.08,0.5,0.7,"[30, 60, 90]",7,True,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",0.025060973450332424,0.015274554038961073,0.2476995940095128,0.04722462802641243,0.10619872379680376,1.4356150442883302,0.2476995940095128
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.25,0.08,0.4,0.8,"[30, 60, 90]",14,True,True,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",0.014172075756227143,0.009317981899929544,0.13331532998763573,0.029507379203394597,0.0643669046924718,1.3186334763682221,0.13331532998763573
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.25,0.12,0.5,0.7,"[35, 70, 105]",14,False,True,0.4,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",0.0113964496854424,0.007539283290068906,0.09925653000225121,0.02444108925075564,0.05037427647238607,1.227568468956803,0.09925653000225121
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.3,0.12,0.3,0.7,"[35, 70, 105]",10,True,False,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.013223139900795822,0.0071313128904050525,0.13078966534678682,0.026216756922019413,0.05875496523687265,1.4481774316990594,0.13078966534678682
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.25,0.08,0.4,0.8,"[35, 70, 105]",7,False,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",0.01945452303038797,0.011237614372307853,0.19594858081195832,0.0466914303174688,0.1013406053612901,1.2438638510530888,0.19594858081195832
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.3,0.08,0.4,0.7,"[35, 70, 105]",14,False,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",0.012067478153746425,0.007937788542900748,0.10621283110387103,0.0297431082635489,0.06192835889669056,1.0785555519605632,0.10621283110387103
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.2,0.12,0.3,0.7,"[30, 60, 90]",10,True,True,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.014232666309228037,0.009265546005617234,0.13340533976296132,0.029506577033953797,0.06437076207784685,1.3170354302449236,0.13340533976296132
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.3,0.12,0.5,0.8,"[30, 60, 90]",7,True,True,0.4,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.02496717458693043,0.015048702597258861,0.25059028050367127,0.046226947720118254,0.10548450342451775,1.4690326760064665,0.25059028050367127
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.3,0.08,0.3,0.7,"[30, 60, 90]",10,False,True,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.013563256551310632,0.009126459194735365,0.12117542279117055,0.029582451718853556,0.06270371402805162,1.2094004038198223,0.12117542279117055
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.3,0.08,0.5,0.8,"[35, 70, 105]",14,False,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.011363555374957368,0.007458937240073329,0.09942469732050596,0.028007663866946277,0.058852675586403,1.0627486072045376,0.09942469732050596
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.15,-0.2,0.08,0.4,0.8,"[30, 60, 90]",10,True,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.013245380455274125,0.0074519772473559094,0.1308594673146648,0.026210806386927504,0.058738856214505725,1.4484968939009462,0.1308594673146648
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.15,-0.2,0.08,0.3,0.8,"[35, 70, 105]",14,False,False,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",0.012027165321149669,0.007247692014591709,0.1107823795938212,0.024890059078705354,0.05316004778479917,1.326422131907299,0.1107823795938212
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.25,0.08,0.3,0.7,"[30, 60, 90]",7,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.025331403155803622,0.015615576853369253,0.24214823873129143,0.0492367917701992,0.10766064952799442,1.369071569894112,0.24214823873129143
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.2,0.12,0.5,0.8,"[35, 70, 105]",7,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.0250544689661929,0.015395423694809299,0.24456033164175484,0.04696667368897977,0.10573923749065056,1.4178598720478588,0.24456033164175484
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.2,0.12,0.5,0.7,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",0.02117296026168125,0.0112767703482017,0.2232340106541324,0.03202597479889123,0.0791205641977642,1.788719826276184,0.2232340106541324
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.2,0.08,0.5,0.7,"[35, 70, 105]",14,True,False,0.4,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",0.01243185623945764,0.006721131602088214,0.12531769234769619,0.019368466044127758,0.04771936179863296,1.7182314367609268,0.12531769234769619
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.08,-0.3,0.12,0.5,0.7,"[35, 70, 105]",10,True,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",0.012436916186154612,0.006721996661233657,0.12535177966922184,0.01936827251939589,0.04772282082911828,1.7184316017810444,0.12535177966922184
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.12,-0.3,0.12,0.4,0.7,"[30, 60, 90]",10,True,False,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.013241741566945464,0.007455350663024236,0.1308350365506421,0.02621587184971022,0.05874757053627581,1.4481058758550518,0.1308350365506421
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.25,0.12,0.4,0.7,"[30, 60, 90]",7,True,True,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.02533895929863106,0.015606580342974703,0.24218072050579953,0.049235044612453004,0.10765681768782072,1.3691553591948085,0.24218072050579953
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.15,-0.3,0.08,0.4,0.7,"[35, 70, 105]",10,False,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",0.011993610834849733,0.007875331221597996,0.1069951700801619,0.029327010452097374,0.0616572042860488,1.0979474380391316,0.1069951700801619
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.12,-0.2,0.12,0.3,0.7,"[30, 60, 90]",14,True,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.014232666309228037,0.009265546005617234,0.13340533976296132,0.029506577033953797,0.06437076207784685,1.3170354302449236,0.13340533976296132
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.2,0.08,0.5,0.7,"[30, 60, 90]",10,False,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",0.011517277597934195,0.006703627710649484,0.11273029868296192,0.028699920259979313,0.060880455609099236,1.218560003568692,0.11273029868296192
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.2,0.08,0.4,0.7,"[30, 60, 90]",14,True,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",0.014079251439717888,0.009152327884658001,0.13608113869087246,0.028535236919581288,0.06346623404179179,1.3789410907974793,0.13608113869087246
0,2020-01-01,2021-07-01,2022-01-01,-0.12,0.15,-0.2,0.08,0.3,0.7,"[30, 60, 90]",7,True,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",0.025307678734476813,0.015654200041876166,0.24206854080130102,0.04923835290636171,0.10766419123155936,1.3690739285502815,0.24206854080130102
0,2020-01-01,2021-07-01,2022-01-01,-0.15,0.08,-0.3,0.08,0.5,0.8,"[35, 70, 105]",10,True,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.014040196672037819,0.00913031082447505,0.13479409390034047,0.027604695928450256,0.0626300937668517,1.3803281104998322,0.13479409390034047
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.08,-0.3,0.12,0.5,0.7,"[35, 70, 105]",10,False,False,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",0.009754054475722196,0.005038017778754775,0.09045214375982202,0.01546027055366917,0.03456318870118367,1.6776747922618136,0.09045214375982202
0,2020-01-01,2021-07-01,2022-01-01,-0.1,0.12,-0.2,0.12,0.3,0.7,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.012313080892033312,0.008364163778249764,0.11138543788674071,0.026562028607538257,0.05603709182266695,1.2558027065898312,0.11138543788674071
