window,train_start,train_end,test_start,risk_on_put_delta,risk_on_call_delta,risk_off_put_delta,risk_off_call_delta,protection_ratio_risk_on,protection_ratio_risk_off,ladder_tenors,purchase_frequency_days,use_put_spreads,use_call_spreads,min_hedge,budget_tiers,train_cagr,train_max_dd,test_cagr,test_max_dd,test_vol,test_sharpe,score
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.2,0.08,0.3,0.8,"[35, 70, 105]",14,True,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",-0.022521329444046945,0.16195028569771824,0.03479367334879924,0.047543973285604973,0.06654037328903795,1.5424128646543862,0.03479367334879924
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.08,-0.2,0.08,0.5,0.8,"[30, 60, 90]",7,True,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",-0.021834931667219504,0.25546675914323225,0.13181570894008954,0.07770221501798374,0.11283914906924755,1.7025887491658014,0.13181570894008954
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.15,-0.25,0.08,0.5,0.8,"[30, 60, 90]",10,True,True,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",-0.0210877882400623,0.16067920436812078,0.03861635289814913,0.04934321441538604,0.06852423238093967,1.4889195145875334,0.03861635289814913
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.2,0.12,0.4,0.8,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",0.0018840402685280644,0.10166268717117284,0.08257144529237914,0.04135819811653121,0.05639856975153356,1.2934234133342095,0.08257144529237914
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.3,0.12,0.5,0.7,"[35, 70, 105]",7,False,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.043550679147201676,0.26429197803878535,0.042157629797106244,0.09114291349053791,0.12707316804904467,1.411179038945101,0.042157629797106244
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.3,0.12,0.3,0.7,"[30, 60, 90]",7,True,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",-0.03572223706895905,0.2669970403962632,0.07857356649641356,0.08421667237408659,0.11999151269320038,1.5671938513099886,0.07857356649641356
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.08,-0.2,0.08,0.3,0.8,"[35, 70, 105]",14,True,False,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.03794310609676843,0.15887585350375022,-0.03384528447231727,0.03550417665375117,0.0544995963404427,1.5003779210494883,-0.03384528447231727
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.25,0.12,0.3,0.7,"[30, 60, 90]",14,False,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.04096532498468697,0.16217978925515616,-0.026335114191542552,0.03635154317694389,0.057083516003557495,1.7340617006489187,-0.026335114191542552
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.15,-0.25,0.08,0.4,0.7,"[30, 60, 90]",14,False,True,0.4,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",0.0009075495373449538,0.10641837659781225,0.09884922374193605,0.0484014933644241,0.06448550101025548,1.4115326390886846,0.09884922374193605
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.2,0.08,0.3,0.7,"[30, 60, 90]",14,False,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.029345321859274742,0.1631227377138513,0.010169867324493875,0.051771225902339804,0.0697706350646719,1.4331941927763552,0.010169867324493875
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.3,0.12,0.3,0.7,"[35, 70, 105]",7,True,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",-0.03535060118057032,0.2666615273568512,0.07496891411314177,0.08392165488934843,0.11858592500063635,1.5467229980207795,0.07496891411314177
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.25,0.12,0.3,0.7,"[30, 60, 90]",10,False,False,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",-0.014561530190009275,0.11341949603649153,0.04038814239152577,0.03436599772828835,0.05124767796979233,1.618628927868681,0.04038814239152577
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.3,0.08,0.3,0.7,"[35, 70, 105]",10,False,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",-0.031270339348723475,0.1622856687832012,0.009749373837915076,0.0492256095810901,0.06984201860136251,1.5109594150801866,0.009749373837915076
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.2,0.08,0.4,0.7,"[30, 60, 90]",7,False,False,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.06827353611727405,0.2716262019227022,-0.0345485269962974,0.06532653104263957,0.10670275634560983,1.6864242672115486,-0.0345485269962974
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.3,0.12,0.3,0.8,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.06461464499572978,0.263739253913492,-0.05533714977675486,0.06405474068258946,0.09929852333717024,1.4696354636416413,-0.05533714977675486
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.15,-0.3,0.12,0.5,0.8,"[35, 70, 105]",7,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.045751232972259026,0.2579945690135126,0.05285503637515987,0.08254768408047629,0.12136660101574895,1.6117504609645277,0.05285503637515987
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.2,0.08,0.3,0.7,"[30, 60, 90]",10,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.022599028961354795,0.16207655773138369,0.03749285163231941,0.047637695147717464,0.06710386465018389,1.5719563021026712,0.03749285163231941
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.2,0.12,0.5,0.8,"[35, 70, 105]",10,True,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",-0.02101873167030255,0.15951967681911633,0.03826766140349491,0.04850159572464706,0.06747312051525425,1.5030141398066812,0.03826766140349491
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.25,0.12,0.3,0.8,"[35, 70, 105]",7,False,False,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.06697624074700748,0.2686606741204411,-0.030815297020017174,0.06519430150668183,0.1064831801400452,1.686449860553655,-0.030815297020017174
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.3,0.08,0.5,0.7,"[30, 60, 90]",10,True,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",-0.03844900298493836,0.15673540302983033,-0.03532301047461539,0.03552768193909585,0.05453888458534613,1.5004391075127335,-0.03532301047461539
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.15,-0.25,0.12,0.3,0.8,"[30, 60, 90]",7,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.03569878188450004,0.2670026723651555,0.07634514871150944,0.0850857244055966,0.12048617361659053,1.5436668637808826,0.07634514871150944
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.2,0.12,0.5,0.8,"[35, 70, 105]",7,False,False,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.06826018758461427,0.26912448855982724,-0.03451016409127816,0.06532516818973168,0.10670049315355083,1.6864245309329584,-0.03451016409127816
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.3,0.12,0.5,0.8,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.06726420200040628,0.2606230383885251,-0.06273613283261381,0.06416579382364355,0.09963146982370916,1.4721503659492716,-0.06273613283261381
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.25,0.12,0.5,0.8,"[30, 60, 90]",10,True,False,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.03850451327160753,0.15674385235028507,-0.03541913141485509,0.03545041121650503,0.0545009052932362,1.5028116029237222,-0.03541913141485509
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.3,0.08,0.5,0.7,"[35, 70, 105]",7,True,True,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.023921920355031157,0.2554544799526507,0.10886427868481618,0.08100091639314197,0.11457418481360097,1.5573868115849197,0.10886427868481618
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.3,0.12,0.5,0.7,"[35, 70, 105]",14,True,False,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.03848357396821933,0.15672484678206608,-0.03535271607794388,0.035446520650959455,0.054497717583096,1.5029500235583153,-0.03535271607794388
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.15,-0.2,0.12,0.4,0.8,"[35, 70, 105]",14,True,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.03801246758021015,0.1587896134132045,-0.03392251081163311,0.03536101500284587,0.05442683370781527,1.5048283087996537,-0.03392251081163311
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.25,0.12,0.5,0.8,"[30, 60, 90]",14,True,True,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.02131289776410905,0.1606471568954079,0.03939653616944527,0.048583591266065436,0.0678871347443472,1.5233348875505102,0.03939653616944527
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.15,-0.25,0.12,0.3,0.7,"[30, 60, 90]",7,True,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.0357143532588452,0.2669888094220004,0.07449846325456044,0.08615208437292851,0.12167270480770885,1.5162171169577427,0.07449846325456044
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.15,-0.2,0.08,0.5,0.8,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.02}",-0.06727024630044398,0.26041604545465946,-0.06263927568842265,0.06405148669004698,0.0995695191436884,1.4742282199995151,-0.06263927568842265
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.3,0.08,0.5,0.8,"[35, 70, 105]",7,False,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",-0.03753230722707823,0.25016402321400505,0.08599955224801858,0.07520519205548337,0.11322946448802867,1.7634665438558783,0.08599955224801858
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.25,0.08,0.3,0.7,"[30, 60, 90]",10,False,True,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.02943833640979232,0.16314351823911372,0.009890855169576662,0.05177848367437817,0.06978056171116417,1.433194314672948,0.009890855169576662
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.15,-0.2,0.08,0.3,0.8,"[35, 70, 105]",7,False,True,0.4,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",-0.006878725924152507,0.21682092624537758,0.15755029098831264,0.08543638912912303,0.1170002549216077,1.448204219191247,0.15755029098831264
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.3,0.08,0.4,0.7,"[35, 70, 105]",14,False,False,0.5,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.04385200776213005,0.16053366245064726,-0.03432375079973271,0.036282698577159725,0.05869348611755469,1.7029446992328505,-0.03432375079973271
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.25,0.08,0.4,0.8,"[30, 60, 90]",14,False,False,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",-0.047756152762295834,0.15690470580693436,-0.045327426249199054,0.03636157247595879,0.05887196903702393,1.7134061831188752,-0.045327426249199054
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.2,0.12,0.3,0.7,"[35, 70, 105]",14,True,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",-0.023536079163987367,0.16263703527195153,0.030602080824802425,0.048684621334026325,0.06773169618191686,1.5030733693140639,0.030602080824802425
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.3,0.12,0.3,0.7,"[30, 60, 90]",14,False,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",-0.014556657364628744,0.11342054057381783,0.040405098429668884,0.03436607559781999,0.05124888858973555,1.6186176701401291,0.040405098429668884
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.25,0.12,0.5,0.8,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",0.011058321692817286,0.08571474765744491,0.12728103125500123,0.0339672298554617,0.05035751032890352,1.6944523517915207,0.12728103125500123
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.3,0.12,0.5,0.8,"[35, 70, 105]",7,False,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",-0.07172872534025632,0.2599466996509303,-0.044443496386139314,0.06568089815413668,0.10729128596832124,1.6863557386785661,-0.044443496386139314
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.3,0.12,0.4,0.7,"[35, 70, 105]",14,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.021004433603908357,0.15951766557195415,0.03830391198242267,0.04850055945335477,0.06747105629963662,1.502922128830822,0.03830391198242267
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.15,-0.2,0.12,0.3,0.8,"[30, 60, 90]",14,False,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.010706445814145593,0.10648334260426924,0.05241305268306262,0.034034686716420584,0.050886025765528406,1.6235161404836662,0.05241305268306262
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.25,0.08,0.4,0.8,"[30, 60, 90]",14,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.021101927046059288,0.1606951060622118,0.03857315629605029,0.04934425712424497,0.0685257008140574,1.4889194933519174,0.03857315629605029
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.25,0.12,0.3,0.7,"[35, 70, 105]",7,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",-0.011936075212574115,0.22137838035634086,0.1411964235855816,0.08606566110942698,0.11788541742289346,1.448352716012377,0.1411964235855816
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.2,0.08,0.5,0.7,"[30, 60, 90]",14,False,False,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.04749501444161386,0.15865627285729392,-0.04494894012656481,0.0365475426876999,0.05905692898360984,1.7009671893195117,-0.04494894012656481
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.2,0.08,0.5,0.7,"[35, 70, 105]",14,False,False,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",-0.011152766115741564,0.09082289121074262,0.03213137292050905,0.02104052864419593,0.03705710961245835,1.7330119066146874,0.03213137292050905
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.15,-0.2,0.08,0.4,0.7,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",-0.06489725001753022,0.26320298210386156,-0.058521432856005196,0.06450936508488966,0.09976787976118331,1.438776785636253,-0.058521432856005196
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.2,0.08,0.4,0.8,"[35, 70, 105]",10,True,False,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",-0.03800204181895639,0.15878590393849684,-0.03389206978799686,0.035360452004587484,0.05442595766262349,1.5048283590202216,-0.03389206978799686
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.25,0.08,0.4,0.7,"[30, 60, 90]",14,True,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.022593866996869494,0.1620762406557755,0.03669080202420605,0.0482478468196914,0.0677147347807266,1.5468482017514023,0.03669080202420605
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.25,0.08,0.5,0.8,"[30, 60, 90]",7,True,False,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.06728951452405896,0.2604309881022517,-0.06270848126072204,0.06405341360583798,0.09957061246623387,1.474100231877102,-0.06270848126072204
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.2,0.12,0.5,0.8,"[30, 60, 90]",7,False,True,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.02}",-0.05125773969675329,0.26860916958973874,0.0360583920739892,0.08369220195582795,0.12220060455994369,1.613018966027139,0.0360583920739892
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.25,0.12,0.3,0.8,"[35, 70, 105]",14,True,False,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",-0.038020518424212946,0.1589106877156664,-0.03401257723003859,0.03542421177112144,0.054459930064644224,1.502711141574332,-0.03401257723003859
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.3,0.12,0.3,0.7,"[30, 60, 90]",10,False,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.02917009902018397,0.1631302251955132,0.010695618425218711,0.05175755816279784,0.0697519414531199,1.4331939632574544,0.010695618425218711
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.08,-0.3,0.12,0.5,0.7,"[35, 70, 105]",7,True,False,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.06715927846204162,0.2606058763548129,-0.06253367013006739,0.06430487099300175,0.09970063239442244,1.4699630649155433,-0.06253367013006739
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.25,0.08,0.4,0.8,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.06491262033314049,0.2632378950534041,-0.05597025702663694,0.06381643985794475,0.09919402028683134,1.4740072485580482,-0.05597025702663694
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.25,0.08,0.4,0.8,"[30, 60, 90]",10,True,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.037923117810920726,0.15887010960272144,-0.03379513804686718,0.03550309299745929,0.05449686170849555,1.5002515711974211,-0.03379513804686718
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.25,0.12,0.4,0.7,"[30, 60, 90]",7,False,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.07803480169171306,0.27346875902137524,-0.062323469141888466,0.0663359746415743,0.10837953340014145,1.6862292886722205,-0.062323469141888466
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.2,0.08,0.5,0.8,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.008, 'normal': 0.01, 'stress': 0.015}",-0.0672934129705206,0.2606286105829165,-0.06279531544418937,0.06416872028474734,0.0996384196139973,1.4723678603961488,-0.06279531544418937
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.25,0.12,0.3,0.7,"[30, 60, 90]",7,False,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.05174737950466701,0.2724944048050956,0.016130998904304805,0.09301249965824308,0.12667842236436988,1.4209024243488393,0.016130998904304805
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.2,0.12,0.3,0.8,"[30, 60, 90]",14,False,True,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",-0.029810181514808076,0.16311710893046535,0.008187219589133488,0.05210372818920603,0.0696392612526197,1.4284492033619194,0.008187219589133488
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.2,0.12,0.3,0.7,"[35, 70, 105]",7,True,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.06468841048470608,0.26372922437453256,-0.05801765132390935,0.06459936765445325,0.09979737540748781,1.4369878726204874,-0.05801765132390935
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.25,0.12,0.5,0.7,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.03173092535638389,0.1595157567189979,0.0028679208055988337,0.04469498499449943,0.0664692405116691,1.5038546275645748,0.0028679208055988337
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.25,0.08,0.4,0.7,"[30, 60, 90]",14,False,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",0.0009040061034801816,0.1064187454760524,0.10502538679772311,0.04882874625763147,0.0657939563219545,1.4691616529980653,0.10502538679772311
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.25,0.12,0.4,0.8,"[35, 70, 105]",10,False,True,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",0.003764367448375605,0.1000054486178786,0.09951556772793158,0.042663898015289574,0.059427183534017214,1.3930220604775962,0.09951556772793158
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.25,0.12,0.3,0.7,"[30, 60, 90]",7,True,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",-0.03562731472232383,0.2669682012862106,0.08826934255252739,0.07931495495098348,0.1153551384791219,1.6996939751320395,0.08826934255252739
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.08,-0.3,0.12,0.4,0.8,"[35, 70, 105]",14,False,False,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",-0.01246547841977308,0.0953856398176169,0.02366731706180958,0.02592525140934774,0.04090507822551781,1.4724247021285508,0.02366731706180958
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.15,-0.25,0.12,0.4,0.8,"[30, 60, 90]",10,False,True,0.5,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",0.008589890965819746,0.09095030044249182,0.12826697028732337,0.048995321863247294,0.06561439184299167,1.4378755917236805,0.12826697028732337
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.25,0.12,0.3,0.7,"[35, 70, 105]",7,False,False,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.06743671211650049,0.26864308093443373,-0.03214152553986038,0.0652411848935444,0.10656103139029995,1.6864407847689713,-0.03214152553986038
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.3,0.12,0.3,0.8,"[30, 60, 90]",7,True,True,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",-0.03574278686157162,0.26701848087502933,0.0762106696439444,0.08509134012068471,0.12049444073270625,1.5436762085851552,0.0762106696439444
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.25,0.08,0.4,0.7,"[30, 60, 90]",14,True,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.03796503497239678,0.1588688065416008,-0.03538782182873046,0.035849147753414363,0.054764934372068426,1.4657658075275377,-0.03538782182873046
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.12,-0.3,0.12,0.4,0.7,"[30, 60, 90]",10,False,True,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.007312603834198406,0.11710484578706153,0.07980652227213025,0.04903083914053103,0.06631934422774496,1.485690286455319,0.07980652227213025
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.15,-0.2,0.08,0.4,0.7,"[30, 60, 90]",7,False,False,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",-0.08389139407513668,0.2660256068664036,-0.07861618980292995,0.06684176900412417,0.10934637885687762,1.6880299306353288,-0.07861618980292995
1,2022-01-01,2023-07-01,2024-01-01,-0.1,0.08,-0.2,0.08,0.5,0.7,"[35, 70, 105]",10,False,False,0.4,"{'calm': 0.003, 'normal': 0.008, 'stress': 0.015}",-0.047845471512614535,0.15359199728613798,-0.04604500911174714,0.036648900154989644,0.05912986776482212,1.698355379904161,-0.04604500911174714
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.15,-0.25,0.12,0.3,0.8,"[35, 70, 105]",7,False,False,0.5,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.05653573099250986,0.24886166384129196,2.040300735295375e-05,0.06307331015482652,0.1008326828416075,1.7523337108735955,2.040300735295375e-05
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.25,0.08,0.4,0.7,"[30, 60, 90]",14,True,False,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.03792055831283614,0.15885694388940508,-0.03533020834406797,0.03592831977083119,0.05480431565780324,1.463302150191792,-0.03533020834406797
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.2,0.08,0.5,0.7,"[30, 60, 90]",7,False,True,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.05226021066163944,0.27331829394560136,0.017052919969994917,0.09183007590022126,0.12876724379857102,1.4194502398023385,0.017052919969994917
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.3,0.08,0.5,0.7,"[35, 70, 105]",10,True,True,0.5,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.02}",-0.019930874555649236,0.15880343148296408,0.04140768974136133,0.04841894953229075,0.06732751038202564,1.501119188021318,0.04140768974136133
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.2,0.08,0.5,0.7,"[35, 70, 105]",14,False,True,0.4,"{'calm': 0.003, 'normal': 0.01, 'stress': 0.015}",-0.027970697670334665,0.15478126211700471,0.01530601453534719,0.05127952290281319,0.07071716003699052,1.4259947512501174,0.01530601453534719
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.08,-0.3,0.12,0.5,0.8,"[35, 70, 105]",7,True,False,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.02}",-0.0672218157342086,0.26065442570188224,-0.06274148119282619,0.06431563849783882,0.09971156013705439,1.4696246730987421,-0.06274148119282619
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.25,0.12,0.3,0.8,"[30, 60, 90]",10,True,False,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.015}",-0.03795397613803442,0.15888616058520458,-0.03388524416222627,0.03550476599153434,0.054499458082023486,1.5002514256696835,-0.03388524416222627
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.12,-0.2,0.12,0.4,0.7,"[35, 70, 105]",7,True,True,0.4,"{'calm': 0.008, 'normal': 0.008, 'stress': 0.015}",-0.0274743791562424,0.2575599179838231,0.09870291120220998,0.08143340416785226,0.11539506825529479,1.5627139877567544,0.09870291120220998
1,2022-01-01,2023-07-01,2024-01-01,-0.12,0.08,-0.3,0.12,0.5,0.8,"[35, 70, 105]",14,False,False,0.5,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.02}",-0.0473676647638368,0.15373492817524684,-0.06261991112521792,0.030231895028743867,0.05128717712728889,1.5824162323606203,-0.06261991112521792
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.15,-0.3,0.08,0.5,0.7,"[30, 60, 90]",14,True,True,0.4,"{'calm': 0.005, 'normal': 0.01, 'stress': 0.02}",-0.021096531318329004,0.16067151103484606,0.03859683892930721,0.04934003810988783,0.06852316766577304,1.4890604235787501,0.03859683892930721
1,2022-01-01,2023-07-01,2024-01-01,-0.15,0.12,-0.3,0.08,0.3,0.7,"[35, 70, 105]",14,True,False,0.4,"{'calm': 0.005, 'normal': 0.008, 'stress': 0.015}",-0.038015604860659136,0.1588954970153983,-0.03399134564704631,0.035423945957567406,0.05446015805316672,1.502823552918076,-0.03399134564704631
