config,strategy,dte,short_delta,width,entry_date,exit_date,expiration,exit_reason,hold_days,spx_at_entry,put_short_strike,put_long_strike,call_short_strike,call_long_strike,credit,max_loss,pnl,pnl_pct_of_credit,pnl_pct_of_max_loss,is_win,max_favorable_excursion,max_adverse_excursion,vix_at_entry,vix_at_exit,vix_change,sma50,sma200,spx_above_sma50,spx_above_sma200,spx_at_exit,spx_move_pct,put_distance_pct,call_distance_pct,entry_dow,entry_month,entry_year,regime_score,regime_tier,regime_position_scale,regime_days_in_tier,label
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2022-10-26,2022-10-31,2022-11-04,profit_target,5,3830.60009765625,3640,3590,4050,4100,906.45,4093.55,469.13,51.75,11.46,1,514.33,0.0,27.28,25.88,-1.4,3859.0,4121.93,0.0,0.0,3871.98,1.0802,4.9757,5.7276,2,10,2022,-2,BEAR,0.0,36,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-10-31,2022-11-03,2022-11-03,expiry,3,3871.97998046875,3750,3720,4005,4035,542.77,2457.23,-2459.83,-453.2,-100.11,0,185.95,-485.81,25.88,25.3,-0.58,3834.88,4109.34,1.0,0.0,3719.89,-3.928,3.1503,3.4355,0,10,2022,0,BEAR,0.0,39,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2022-10-31,2022-11-03,2022-11-03,expiry,3,3871.97998046875,3740,3710,4020,4050,435.29,2564.71,-1578.32,-362.59,-61.54,0,160.6,-420.18,25.88,25.3,-0.58,3834.88,4109.34,1.0,0.0,3719.89,-3.928,3.4086,3.8229,0,10,2022,0,BEAR,0.0,39,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-11-02,2022-11-04,2022-11-07,profit_target,2,3759.68994140625,3640,3610,3890,3920,526.32,2473.68,425.7,80.88,17.21,1,470.9,0.0,25.86,24.55,-1.31,3821.86,4101.22,0.0,0.0,3770.55,0.2889,3.1835,3.466,2,11,2022,-2,BEAR,0.0,1,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-11-03,2022-11-08,2022-11-08,expiry,5,3719.889892578125,3605,3575,3845,3875,531.67,2468.33,529.07,99.51,21.43,1,59.66,-28.79,25.3,25.54,0.24,3813.44,4097.15,0.0,0.0,3828.11,2.9092,3.0885,3.3633,3,11,2022,-2,BEAR,0.0,2,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-11-07,2022-11-10,2022-11-10,expiry,3,3806.800048828125,3695,3665,3930,3960,536.88,2463.12,-2102.73,-391.65,-85.37,0,137.13,0.0,24.35,23.53,-0.82,3799.86,4090.64,1.0,0.0,3956.37,3.929,2.9369,3.2363,0,11,2022,0,BEAR,0.0,4,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-11-09,2022-11-10,2022-11-14,stop_loss,1,3748.570068359375,3630,3600,3880,3910,534.83,2465.17,-1829.72,-342.11,-74.22,0,0.0,-1784.52,26.09,23.53,-2.56,3791.05,4084.69,0.0,0.0,3956.37,5.5434,3.1631,3.5061,2,11,2022,-1,CAUTION,0.25,1,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2022-11-16,2022-11-18,2022-11-21,profit_target,2,3958.7900390625,3840,3810,4085,4115,525.12,2474.88,423.12,80.58,17.1,1,468.32,0.0,24.11,23.12,-0.99,3793.51,4073.12,1.0,0.0,3965.34,0.1655,3.0007,3.1881,2,11,2022,1,CAUTION,0.25,6,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2023-01-18,2023-01-25,2023-01-27,profit_target,7,3928.860107421875,3785,3735,4095,4145,859.67,4140.33,450.08,52.35,10.87,1,495.28,-4.77,20.34,19.08,-1.26,3923.1,3975.16,1.0,0.0,4016.22,2.2235,3.6616,4.2287,2,1,2023,2,NEUTRAL,1.0,1,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-01-30,2023-02-02,2023-02-02,expiry,3,4017.77001953125,3920,3890,4125,4155,504.08,2495.92,-2498.52,-495.66,-100.1,0,0.0,-499.1,19.94,18.73,-1.21,3943.52,3955.86,1.0,1.0,4179.76,4.0318,2.4334,2.6689,0,1,2023,4,NEUTRAL,1.0,3,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-01-30,2023-02-02,2023-02-03,stop_loss,3,4017.77001953125,3905,3875,4145,4175,510.01,2489.99,-1508.12,-295.7,-60.57,0,0.0,-1462.92,19.94,18.73,-1.21,3943.52,3955.86,1.0,1.0,4179.76,4.0318,2.8068,3.1667,0,1,2023,4,NEUTRAL,1.0,3,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2023-01-30,2023-02-02,2023-02-02,expiry,3,4017.77001953125,3910,3880,4135,4165,400.81,2599.19,-2601.79,-649.14,-100.1,0,0.0,-383.88,19.94,18.73,-1.21,3943.52,3955.86,1.0,1.0,4179.76,4.0318,2.6823,2.9178,0,1,2023,4,NEUTRAL,1.0,3,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-02-02,2023-02-07,2023-02-07,expiry,5,4179.759765625,4085,4055,4285,4315,502.63,2497.37,500.03,99.48,20.02,1,0.0,-117.38,18.73,18.66,-0.07,3953.61,3951.58,1.0,1.0,4164.0,-0.377,2.2671,2.5179,3,2,2023,4,NEUTRAL,1.0,6,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-02-15,2023-02-20,2023-02-20,expiry,5,4147.60009765625,4055,4025,4250,4280,486.27,2513.73,483.67,99.47,19.24,1,0.0,-273.16,18.23,18.23,0.0,3972.92,3943.88,1.0,1.0,4147.6,0.0,2.2326,2.4689,2,2,2023,4,NEUTRAL,1.0,15,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-03-03,2023-03-08,2023-03-08,expiry,5,4045.639892578125,3955,3925,4145,4175,501.45,2498.55,498.85,99.48,19.97,1,189.08,-17.77,18.49,19.11,0.62,3987.48,3940.29,1.0,1.0,3992.01,-1.3256,2.2404,2.456,4,3,2023,3,CAUTION,0.25,2,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-03-06,2023-03-09,2023-03-09,expiry,3,4048.419921875,3955,3925,4150,4180,481.27,2518.73,-2521.33,-523.89,-100.1,0,61.71,-283.65,18.61,22.61,4.0,3992.02,3940.08,1.0,1.0,3918.32,-3.2136,2.3076,2.5091,0,3,2023,3,CAUTION,0.25,3,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2023-03-06,2023-03-09,2023-03-09,expiry,3,4048.419921875,3950,3920,4160,4190,401.99,2598.01,-2600.61,-646.93,-100.1,0,48.12,-289.7,18.61,22.61,4.0,3992.02,3940.08,1.0,1.0,3918.32,-3.2136,2.4311,2.7561,0,3,2023,3,CAUTION,0.25,3,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-03-09,2023-03-14,2023-03-14,expiry,5,3918.320068359375,3810,3780,4035,4065,527.47,2472.53,524.87,99.51,21.23,1,5.74,-165.06,22.61,23.73,1.12,3999.04,3940.94,0.0,0.0,3919.29,0.0248,2.7645,2.9778,3,3,2023,-2,BEAR,0.0,1,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2023-03-28,2023-03-31,2023-03-31,expiry,3,3971.27001953125,3865,3835,4085,4115,412.31,2587.69,-2021.3,-490.24,-78.11,0,0.0,-77.52,19.97,18.7,-1.27,4013.45,3931.54,0.0,1.0,4109.31,3.476,2.676,2.8638,1,3,2023,1,CAUTION,0.25,5,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-03-29,2023-04-03,2023-04-03,expiry,5,4027.81005859375,3935,3905,4130,4160,509.87,2490.13,507.27,99.49,20.37,1,156.02,-205.01,19.12,18.55,-0.57,4014.19,3932.18,1.0,1.0,4124.51,2.4008,2.3042,2.5371,2,3,2023,3,CAUTION,0.25,6,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2023-06-07,2023-06-15,2023-06-16,stop_loss,8,4267.52001953125,4160,4110,4395,4445,738.58,4261.42,-2109.01,-285.55,-49.49,0,196.72,-2063.81,13.94,14.5,0.56,4140.23,3975.14,1.0,1.0,4425.84,3.7099,2.5195,2.9872,2,6,2023,5,NEUTRAL,1.0,11,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-06-09,2023-06-14,2023-06-14,expiry,5,4298.85986328125,4225,4195,4380,4410,433.24,2566.76,430.64,99.4,16.78,1,0.0,-376.31,13.83,13.88,0.05,4152.1,3976.77,1.0,1.0,4372.59,1.7151,1.7181,1.8875,4,6,2023,5,NEUTRAL,1.0,13,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-06-26,2023-06-29,2023-06-29,expiry,3,4328.81982421875,4255,4225,4410,4440,479.2,2520.8,476.6,99.46,18.91,1,156.74,-145.71,14.25,13.54,-0.71,4205.95,3994.67,1.0,1.0,4396.44,1.5621,1.7053,1.8753,0,6,2023,5,NEUTRAL,1.0,23,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-06-26,2023-06-30,2023-06-30,expiry,4,4328.81982421875,4245,4215,4425,4455,499.74,2500.26,-2040.85,-408.38,-81.63,0,120.65,-89.82,14.25,13.59,-0.66,4205.95,3994.67,1.0,1.0,4450.38,2.8082,1.9363,2.2219,0,6,2023,5,NEUTRAL,1.0,23,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-09-14,2023-09-19,2023-09-19,expiry,5,4505.10009765625,4435,4405,4585,4615,432.68,2567.32,430.08,99.4,16.75,1,0.0,-427.03,12.82,14.11,1.29,4481.74,4179.66,1.0,1.0,4443.95,-1.3573,1.556,1.7735,3,9,2023,4,NEUTRAL,1.0,33,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-09-18,2023-09-21,2023-09-21,expiry,3,4453.52978515625,4375,4345,4535,4565,458.22,2541.78,-2544.38,-555.28,-100.1,0,166.06,-15.49,14.0,17.54,3.54,4483.61,4184.57,0.0,1.0,4330.0,-2.7738,1.7633,1.8293,0,9,2023,3,NEUTRAL,1.0,35,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-09-18,2023-09-21,2023-09-22,stop_loss,3,4453.52978515625,4365,4335,4550,4580,481.73,2518.27,-1527.13,-317.01,-60.64,0,109.73,-1481.93,14.0,17.54,3.54,4483.61,4184.57,0.0,1.0,4330.0,-2.7738,1.9879,2.1662,0,9,2023,3,NEUTRAL,1.0,35,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2023-09-18,2023-09-21,2023-09-21,expiry,3,4453.52978515625,4370,4340,4545,4575,365.67,2634.33,-2636.93,-721.12,-100.1,0,138.11,-27.37,14.0,17.54,3.54,4483.61,4184.57,0.0,1.0,4330.0,-2.7738,1.8756,2.0539,0,9,2023,3,NEUTRAL,1.0,35,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2023-09-19,2023-09-21,2023-09-22,stop_loss,2,4443.9501953125,4360,4330,4535,4565,372.08,2627.92,-1521.42,-408.9,-57.89,0,0.0,-1476.22,14.11,17.54,3.43,4484.29,4186.39,0.0,1.0,4330.0,-2.5642,1.8891,2.0488,1,9,2023,3,NEUTRAL,1.0,36,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-09-22,2023-09-27,2023-09-27,expiry,5,4320.06005859375,4230,4200,4420,4450,493.08,2506.92,490.48,99.47,19.57,1,185.56,0.0,17.2,18.22,1.02,4476.91,4190.91,0.0,1.0,4274.51,-1.0544,2.0847,2.3134,4,9,2023,3,NEUTRAL,1.0,39,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-09-25,2023-09-28,2023-09-28,expiry,3,4337.43994140625,4250,4220,4435,4465,505.67,2494.33,503.07,99.49,20.17,1,0.0,-396.45,16.9,17.34,0.44,4473.55,4192.9,0.0,1.0,4299.7,-0.8701,2.0159,2.2493,0,9,2023,3,NEUTRAL,1.0,40,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-09-29,2023-10-04,2023-10-04,expiry,5,4288.0498046875,4195,4165,4390,4420,477.77,2522.23,475.17,99.46,18.84,1,185.26,-44.34,17.52,18.58,1.06,4452.7,4199.46,0.0,1.0,4263.75,-0.5667,2.17,2.3775,4,9,2023,2,NEUTRAL,1.0,44,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-10-16,2023-10-20,2023-10-20,expiry,4,4373.6298828125,4270,4240,4490,4520,529.34,2470.66,-2473.26,-467.23,-100.11,0,92.39,-500.64,17.21,21.71,4.5,4402.03,4224.01,0.0,1.0,4224.16,-3.4175,2.3694,2.6607,0,10,2023,2,NEUTRAL,1.0,55,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-10-18,2023-10-23,2023-10-23,expiry,5,4314.60009765625,4215,4185,4425,4455,521.62,2478.38,519.02,99.5,20.94,1,0.0,-487.72,19.22,20.37,1.15,4395.42,4229.01,0.0,1.0,4217.04,-2.2612,2.3084,2.5588,2,10,2023,2,NEUTRAL,1.0,57,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-10-19,2023-10-24,2023-10-24,expiry,5,4278.0,4165,4135,4400,4430,519.69,2480.31,517.09,99.5,20.85,1,197.6,-50.88,21.4,18.97,-2.43,4391.63,4231.27,0.0,1.0,4247.68,-0.7087,2.6414,2.8518,3,10,2023,2,NEUTRAL,1.0,58,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-10-25,2023-10-30,2023-10-30,expiry,5,4186.77001953125,4085,4055,4300,4330,519.7,2480.3,517.1,99.5,20.85,1,0.0,-71.57,20.19,19.75,-0.44,4371.93,4238.41,0.0,0.0,4166.82,-0.4765,2.4308,2.7045,2,10,2023,0,CAUTION,0.25,4,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2023-10-30,2023-11-02,2023-11-02,expiry,3,4166.81982421875,4055,4025,4285,4315,408.94,2591.06,-2593.66,-634.25,-100.1,0,184.46,0.0,19.75,15.66,-4.09,4357.47,4241.16,0.0,0.0,4317.78,3.6229,2.6836,2.8362,0,10,2023,0,CAUTION,0.25,7,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-11-09,2023-11-14,2023-11-14,expiry,5,4347.35009765625,4265,4235,4435,4465,473.2,2526.8,-2529.4,-534.53,-100.1,0,0.0,-364.27,15.29,14.16,-1.13,4340.1,4254.85,1.0,1.0,4495.7,3.4124,1.8943,2.0162,3,11,2023,4,NEUTRAL,1.0,2,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2023-11-13,2023-11-14,2023-11-14,expiry,1,4411.5498046875,4360,4330,4465,4495,282.25,2717.75,-2720.35,-963.79,-100.1,0,0.0,0.0,14.76,14.16,-0.6,4336.16,4258.33,1.0,1.0,4495.7,1.9075,1.1685,1.2116,0,11,2023,4,NEUTRAL,1.0,4,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-11-29,2023-12-04,2023-12-04,expiry,5,4550.580078125,4480,4450,4630,4660,460.05,2539.95,457.45,99.43,18.01,1,175.89,0.0,12.98,13.08,0.1,4350.92,4281.56,1.0,1.0,4569.78,0.4219,1.551,1.7453,2,11,2023,5,NEUTRAL,1.0,15,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2023-12-06,2023-12-13,2023-12-15,stop_loss,7,4549.33984375,4440,4390,4675,4725,720.33,4279.67,-2148.95,-298.33,-50.21,0,20.99,-2103.75,12.97,12.19,-0.78,4374.63,4293.55,1.0,1.0,4707.09,3.4675,2.4034,2.7622,2,12,2023,5,NEUTRAL,1.0,20,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2023-12-15,2023-12-20,2023-12-20,expiry,5,4719.18994140625,4650,4620,4795,4825,471.56,2528.44,468.96,99.45,18.55,1,90.74,0.0,12.28,13.67,1.39,4428.62,4317.27,1.0,1.0,4698.35,-0.4416,1.4661,1.6064,4,12,2023,5,BULL,1.0,1,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-04-29,2024-04-30,2024-04-30,expiry,1,5116.169921875,5055,5025,5180,5210,280.8,2719.2,-1652.8,-588.6,-60.78,0,0.0,0.0,14.67,15.65,0.98,5126.06,4692.96,0.0,1.0,5035.69,-1.5731,1.1956,1.2476,0,4,2024,2,NEUTRAL,1.0,72,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-05-03,2024-05-08,2024-05-08,expiry,5,5127.7900390625,5045,5015,5220,5250,492.67,2507.33,490.07,99.47,19.55,1,50.86,-136.12,13.49,13.0,-0.49,5129.98,4703.45,0.0,1.0,5187.67,1.1678,1.6145,1.7982,4,5,2024,2,NEUTRAL,1.0,76,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-07-12,2024-07-17,2024-07-17,expiry,5,5615.35009765625,5530,5500,5710,5740,475.89,2524.11,473.29,99.45,18.75,1,118.29,0.0,12.46,14.48,2.02,5362.69,4917.9,1.0,1.0,5588.27,-0.4823,1.5199,1.6856,4,7,2024,5,BULL,1.0,23,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-07-15,2024-07-19,2024-07-19,expiry,4,5631.22021484375,5530,5500,5745,5775,531.13,2468.87,-1971.47,-371.18,-79.85,0,52.07,-351.23,13.12,16.52,3.4,5374.95,4924.69,1.0,1.0,5505.0,-2.2414,1.7975,2.0205,0,7,2024,5,BULL,1.0,24,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-07-15,2024-07-18,2024-07-18,expiry,3,5631.22021484375,5540,5510,5730,5760,484.97,2515.03,482.37,99.46,19.18,1,162.2,0.0,13.12,15.93,2.81,5374.95,4924.69,1.0,1.0,5544.59,-1.5384,1.6199,1.7541,0,7,2024,5,BULL,1.0,24,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-07-17,2024-07-22,2024-07-22,expiry,5,5588.27001953125,5490,5460,5695,5725,516.5,2483.5,513.9,99.5,20.69,1,0.0,-375.26,14.48,14.91,0.43,5396.22,4938.09,1.0,1.0,5564.41,-0.427,1.7585,1.9099,2,7,2024,4,NEUTRAL,1.0,1,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2024-07-31,2024-08-02,2024-08-09,stop_loss,2,5522.2998046875,5360,5310,5710,5760,893.91,4106.09,-1578.51,-176.59,-38.44,0,0.0,-1533.31,16.36,23.39,7.03,5446.38,4997.2,1.0,1.0,5346.56,-3.1824,2.939,3.3989,2,7,2024,4,NEUTRAL,1.0,11,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-07-31,2024-08-02,2024-08-05,stop_loss,2,5522.2998046875,5410,5380,5645,5675,502.46,2497.54,-1722.09,-342.73,-68.95,0,0.0,-1676.89,16.36,23.39,7.03,5446.38,4997.2,1.0,1.0,5346.56,-3.1824,2.0336,2.2219,2,7,2024,4,NEUTRAL,1.0,11,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-08-02,2024-08-05,2024-08-05,expiry,3,5346.56005859375,5250,5220,5450,5480,401.09,2598.91,-2601.51,-648.61,-100.1,0,0.0,0.0,23.39,38.57,15.18,5449.65,5007.65,0.0,1.0,5186.33,-2.9969,1.806,1.9347,4,8,2024,1,CAUTION,0.25,1,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-08-05,2024-08-06,2024-08-06,expiry,1,5186.330078125,5030,5000,5355,5385,441.24,2558.76,438.64,99.41,17.14,1,0.0,0.0,38.57,27.71,-10.86,5447.24,5011.72,0.0,1.0,5240.03,1.0354,3.0143,3.2522,0,8,2024,0,CAUTION,0.25,2,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-08-07,2024-08-12,2024-08-12,expiry,5,5199.5,5020,4990,5395,5425,563.24,2436.76,560.64,99.54,23.01,1,40.82,-89.33,27.85,20.71,-7.14,5444.58,5020.95,0.0,1.0,5344.39,2.7866,3.4523,3.76,2,8,2024,1,CAUTION,0.25,4,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-08-09,2024-08-14,2024-08-14,expiry,5,5344.16015625,5210,5180,5490,5520,540.13,2459.87,537.53,99.52,21.85,1,187.06,0.0,20.37,16.19,-4.18,5446.39,5032.07,0.0,1.0,5455.21,2.078,2.5104,2.729,4,8,2024,2,CAUTION,0.25,6,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-08-12,2024-08-15,2024-08-15,expiry,3,5344.39013671875,5195,5165,5505,5535,441.53,2558.47,-2561.07,-580.04,-100.1,0,53.8,-78.35,20.71,15.23,-5.48,5448.56,5037.55,0.0,1.0,5543.22,3.7204,2.7953,3.0052,0,8,2024,2,CAUTION,0.25,7,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-08-12,2024-08-15,2024-08-15,expiry,3,5344.39013671875,5210,5180,5495,5525,541.94,2458.06,-2460.66,-454.05,-100.11,0,31.97,-71.26,20.71,15.23,-5.48,5448.56,5037.55,0.0,1.0,5543.22,3.7204,2.5146,2.8181,0,8,2024,2,CAUTION,0.25,7,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2024-08-14,2024-08-22,2024-08-23,profit_target,8,5455.2099609375,5295,5245,5640,5690,872.06,4127.94,471.65,54.08,11.43,1,516.85,-659.52,16.19,17.55,1.36,5455.14,5050.38,1.0,1.0,5570.64,2.116,2.9368,3.3874,2,8,2024,4,CAUTION,0.25,9,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-08-14,2024-08-19,2024-08-19,expiry,5,5455.2099609375,5345,5315,5575,5605,497.84,2502.16,-2504.76,-503.13,-100.1,0,0.0,-337.36,16.19,14.65,-1.54,5455.14,5050.38,1.0,1.0,5608.25,2.8054,2.0203,2.1959,2,8,2024,4,CAUTION,0.25,9,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-10-30,2024-11-04,2024-11-04,expiry,5,5813.669921875,5670,5640,5970,6000,567.45,2432.55,564.85,99.54,23.22,1,46.18,-455.82,20.35,21.98,1.63,5696.89,5349.58,1.0,1.0,5712.69,-1.7369,2.4712,2.689,2,10,2024,4,NEUTRAL,1.0,54,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2024-10-30,2024-11-05,2024-11-08,profit_target,6,5813.669921875,5600,5550,6060,6110,950.14,4049.86,592.23,62.33,14.62,1,637.43,-506.18,20.35,20.49,0.14,5696.89,5349.58,1.0,1.0,5782.76,-0.5317,3.6753,4.2371,2,10,2024,4,NEUTRAL,1.0,54,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-11-04,2024-11-06,2024-11-06,expiry,2,5712.68994140625,5575,5545,5860,5890,441.81,2558.19,-2560.79,-579.62,-100.1,0,98.31,0.0,21.98,16.27,-5.71,5703.3,5363.51,1.0,1.0,5929.04,3.7872,2.4102,2.5786,0,11,2024,4,NEUTRAL,1.0,57,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-11-04,2024-11-06,2024-11-07,stop_loss,2,5712.68994140625,5560,5530,5880,5910,568.38,2431.62,-1623.64,-285.66,-66.77,0,87.22,-1578.44,21.98,16.27,-5.71,5703.3,5363.51,1.0,1.0,5929.04,3.7872,2.6728,2.9287,0,11,2024,4,NEUTRAL,1.0,57,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-12-06,2024-12-11,2024-12-11,expiry,5,6090.27001953125,5995,5965,6195,6225,493.34,2506.66,490.74,99.47,19.58,1,34.78,-69.41,12.77,13.58,0.81,5873.42,5481.52,1.0,1.0,6084.19,-0.0998,1.5643,1.7196,4,12,2024,5,NEUTRAL,1.0,80,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-12-16,2024-12-18,2024-12-20,stop_loss,2,6074.080078125,5950,5920,6215,6245,533.96,2466.04,-1532.27,-286.96,-62.14,0,3.76,-1487.07,14.69,27.62,12.93,5912.99,5510.56,1.0,1.0,5872.16,-3.3243,2.0428,2.32,0,12,2024,5,NEUTRAL,1.0,86,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-12-16,2024-12-18,2024-12-18,expiry,2,6074.080078125,5975,5945,6180,6210,385.5,2614.5,-2617.1,-678.89,-100.1,0,157.97,0.0,14.69,27.62,12.93,5912.99,5510.56,1.0,1.0,5872.16,-3.3243,1.6312,1.7438,0,12,2024,5,NEUTRAL,1.0,86,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-12-16,2024-12-18,2024-12-19,stop_loss,2,6074.080078125,5965,5935,6195,6225,511.45,2488.55,-1856.78,-363.04,-74.61,0,61.23,-1811.58,14.69,27.62,12.93,5912.99,5510.56,1.0,1.0,5872.16,-3.3243,1.7958,1.9908,0,12,2024,5,NEUTRAL,1.0,86,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-12-16,2024-12-18,2024-12-19,stop_loss,2,6074.080078125,5955,5925,6205,6235,416.97,2583.03,-1860.69,-446.24,-72.03,0,54.58,-1815.49,14.69,27.62,12.93,5912.99,5510.56,1.0,1.0,5872.16,-3.3243,1.9605,2.1554,0,12,2024,5,NEUTRAL,1.0,86,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-12-20,2024-12-25,2024-12-25,expiry,5,5930.85009765625,5795,5765,6075,6105,539.9,2460.1,537.3,99.52,21.84,1,189.09,-22.14,18.36,18.36,0.0,5927.02,5526.81,1.0,1.0,5930.85,0.0,2.2906,2.4305,4,12,2024,4,CAUTION,0.25,3,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2024-12-23,2024-12-26,2024-12-26,expiry,3,5974.06982421875,5840,5810,6120,6150,434.0,2566.0,431.4,99.4,16.81,1,79.47,0.0,16.78,14.73,-2.05,5930.2,5531.06,1.0,1.0,6037.59,1.0633,2.2442,2.4427,0,12,2024,4,CAUTION,0.25,4,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2024-12-23,2024-12-26,2024-12-26,expiry,3,5974.06982421875,5850,5820,6110,6140,519.8,2480.2,517.2,99.5,20.85,1,81.47,0.0,16.78,14.73,-2.05,5930.2,5531.06,1.0,1.0,6037.59,1.0633,2.0768,2.2753,0,12,2024,4,CAUTION,0.25,4,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2025-03-03,2025-03-05,2025-03-05,expiry,2,5849.72021484375,5705,5675,6005,6035,457.82,2542.18,455.22,99.43,17.91,1,0.5,0.0,22.78,21.93,-0.85,5994.14,5723.23,0.0,1.0,5842.63,-0.1212,2.474,2.6545,0,3,2025,1,CAUTION,0.25,1,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2025-03-05,2025-03-10,2025-03-10,expiry,5,5842.6298828125,5685,5655,6015,6045,557.47,2442.53,-2445.13,-438.61,-100.11,0,201.85,-357.12,21.93,27.86,5.93,5988.1,5728.56,0.0,1.0,5614.56,-3.9035,2.6979,2.9502,2,3,2025,2,CAUTION,0.25,3,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2025-03-07,2025-03-10,2025-03-10,expiry,3,5770.2001953125,5665,5635,5880,5910,414.41,2585.59,-2588.19,-624.54,-100.1,0,0.0,0.0,23.37,27.86,4.49,5982.31,5733.1,0.0,1.0,5614.56,-2.6973,1.8232,1.9029,4,3,2025,1,CAUTION,0.25,5,LOSS
