config,strategy,dte,short_delta,width,entry_date,exit_date,expiration,exit_reason,hold_days,spx_at_entry,put_short_strike,put_long_strike,call_short_strike,call_long_strike,credit,max_loss,pnl,pnl_pct_of_credit,pnl_pct_of_max_loss,is_win,max_favorable_excursion,max_adverse_excursion,vix_at_entry,vix_at_exit,vix_change,sma50,sma200,spx_above_sma50,spx_above_sma200,spx_at_exit,spx_move_pct,put_distance_pct,call_distance_pct,entry_dow,entry_month,entry_year,regime_score,regime_tier,regime_position_scale,regime_days_in_tier
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-02,2020-10-05,2020-10-05,expiry,3,3348.419921875,3275,3245,3425,3455,340.14,2659.86,337.54,99.24,12.69,1,0.0,0.0,27.63,27.96,0.33,3361.6,3111.78,0.0,1.0,3408.6,1.7973,2.1927,2.2871,4,10,2020,2,CAUTION,0.25,11
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-05,2020-10-06,2020-10-06,expiry,1,3408.60009765625,3335,3305,3490,3520,343.75,2656.25,341.15,99.24,12.84,1,0.0,0.0,27.96,29.48,1.52,3365.46,3112.87,1.0,1.0,3360.97,-1.3974,2.1592,2.3881,0,10,2020,4,CAUTION,0.25,12
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-05,2020-10-07,2020-10-07,expiry,2,3408.60009765625,3305,3275,3520,3550,414.43,2585.57,411.83,99.37,15.93,1,22.1,0.0,27.96,28.06,0.1,3365.46,3112.87,1.0,1.0,3419.44,0.318,3.0394,3.2682,0,10,2020,4,CAUTION,0.25,12
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-05,2020-10-07,2020-10-08,profit_target,2,3408.60009765625,3280,3250,3550,3580,413.35,2586.65,324.3,78.46,12.54,1,369.5,-32.13,27.96,28.06,0.1,3365.46,3112.87,1.0,1.0,3419.44,0.318,3.7728,4.1483,0,10,2020,4,CAUTION,0.25,12
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-06,2020-10-09,2020-10-09,expiry,3,3360.969970703125,3230,3200,3505,3535,440.77,2559.23,438.17,99.41,17.12,1,122.47,0.0,29.48,25.0,-4.48,3367.9,3113.64,0.0,1.0,3477.14,3.4564,3.8968,4.2854,1,10,2020,1,CAUTION,0.25,13
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-09,2020-10-12,2020-10-12,expiry,3,3477.139892578125,3410,3380,3550,3580,336.81,2663.19,334.21,99.23,12.55,1,0.0,0.0,25.0,25.07,0.07,3380.3,3117.02,1.0,1.0,3534.22,1.6416,1.9309,2.0954,4,10,2020,4,CAUTION,0.25,16
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-12,2020-10-13,2020-10-13,expiry,1,3534.219970703125,3465,3435,3610,3640,325.45,2674.55,322.85,99.2,12.07,1,0.0,0.0,25.07,26.07,1.0,3385.56,3118.49,1.0,1.0,3511.93,-0.6307,1.9586,2.1442,0,10,2020,4,CAUTION,0.25,17
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-12,2020-10-13,2020-10-14,profit_target,1,3534.219970703125,3435,3405,3640,3670,377.42,2622.58,143.55,38.03,5.47,1,188.75,0.0,25.07,26.07,1.0,3385.56,3118.49,1.0,1.0,3511.93,-0.6307,2.8074,2.993,0,10,2020,4,CAUTION,0.25,17
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-12,2020-10-14,2020-10-15,profit_target,2,3534.219970703125,3415,3385,3665,3695,408.99,2591.01,174.03,42.55,6.72,1,219.23,0.0,25.07,26.4,1.33,3385.56,3118.49,1.0,1.0,3488.67,-1.2888,3.3733,3.7004,0,10,2020,4,CAUTION,0.25,17
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-13,2020-10-15,2020-10-16,profit_target,2,3511.929931640625,3390,3360,3645,3675,427.08,2572.92,277.8,65.05,10.8,1,323.0,0.0,26.07,26.97,0.9,3389.91,3119.85,1.0,1.0,3483.34,-0.8141,3.4719,3.7891,1,10,2020,4,NEUTRAL,1.0,1
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-16,2020-10-19,2020-10-19,expiry,3,3483.81005859375,3410,3380,3565,3595,345.7,2654.3,343.1,99.25,12.93,1,0.0,0.0,27.41,29.18,1.77,3399.36,3123.58,1.0,1.0,3426.92,-1.633,2.1187,2.3305,4,10,2020,4,NEUTRAL,1.0,4
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-19,2020-10-20,2020-10-20,expiry,1,3426.919921875,3350,3320,3510,3540,366.57,2633.43,363.97,99.29,13.82,1,0.0,0.0,29.18,29.35,0.17,3400.87,3124.54,1.0,1.0,3443.12,0.4727,2.2446,2.4243,0,10,2020,3,NEUTRAL,1.0,5
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-19,2020-10-20,2020-10-21,profit_target,1,3426.919921875,3315,3285,3545,3575,399.5,2600.5,209.45,52.43,8.05,1,254.65,0.0,29.18,29.35,0.17,3400.87,3124.54,1.0,1.0,3443.12,0.4727,3.2659,3.4457,0,10,2020,3,NEUTRAL,1.0,5
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-19,2020-10-21,2020-10-22,profit_target,2,3426.919921875,3295,3265,3575,3605,432.93,2567.07,347.5,80.27,13.54,1,392.7,0.0,29.18,28.65,-0.53,3400.87,3124.54,1.0,1.0,3435.56,0.2521,3.8495,4.3211,0,10,2020,3,NEUTRAL,1.0,5
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-20,2020-10-22,2020-10-23,profit_target,2,3443.1201171875,3310,3280,3590,3620,445.12,2554.88,362.44,81.43,14.19,1,407.64,0.0,29.35,28.11,-1.24,3402.52,3125.52,1.0,1.0,3453.49,0.3012,3.8663,4.2659,1,10,2020,3,NEUTRAL,1.0,6
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-23,2020-10-26,2020-10-26,expiry,3,3465.389892578125,3390,3360,3545,3575,344.22,2655.78,341.62,99.24,12.86,1,0.0,0.0,27.55,32.46,4.91,3407.86,3128.47,1.0,1.0,3400.97,-1.859,2.1755,2.2973,4,10,2020,4,NEUTRAL,1.0,9
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-26,2020-10-27,2020-10-27,expiry,1,3400.969970703125,3315,3285,3495,3525,363.83,2636.17,361.23,99.29,13.7,1,0.0,0.0,32.46,33.35,0.89,3408.43,3129.15,0.0,1.0,3390.68,-0.3026,2.5278,2.7648,0,10,2020,1,CAUTION,0.25,1
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-26,2020-10-27,2020-10-28,profit_target,1,3400.969970703125,3280,3250,3530,3560,429.24,2570.76,219.25,51.08,8.53,1,264.45,0.0,32.46,33.35,0.89,3408.43,3129.15,0.0,1.0,3390.68,-0.3026,3.5569,3.7939,0,10,2020,1,CAUTION,0.25,1
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-26,2020-10-28,2020-10-29,stop_loss,2,3400.969970703125,3255,3225,3565,3595,440.67,2559.33,-673.24,-152.78,-26.31,0,146.74,-628.04,32.46,40.28,7.82,3408.43,3129.15,0.0,1.0,3271.03,-3.8207,4.292,4.823,0,10,2020,1,CAUTION,0.25,1
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-27,2020-10-28,2020-10-30,stop_loss,1,3390.679931640625,3240,3210,3555,3585,450.78,2549.22,-664.17,-147.34,-26.05,0,0.0,-618.97,33.35,40.28,6.93,3408.6,3129.66,0.0,1.0,3271.03,-3.5288,4.4439,4.8462,1,10,2020,1,CAUTION,0.25,2
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-10-30,2020-11-02,2020-11-02,expiry,3,3269.9599609375,3175,3145,3375,3405,395.63,2604.37,393.03,99.34,15.09,1,0.0,0.0,38.02,37.13,-0.89,3402.62,3129.47,0.0,1.0,3310.24,1.2318,2.904,3.2123,4,10,2020,0,CAUTION,0.25,5
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-02,2020-11-03,2020-11-03,expiry,1,3310.239990234375,3215,3185,3415,3445,381.81,2618.19,379.21,99.32,14.48,1,0.0,0.0,37.13,35.55,-1.58,3400.88,3129.37,0.0,1.0,3369.16,1.7799,2.8771,3.1647,0,11,2020,0,CAUTION,0.25,6
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-02,2020-11-04,2020-11-04,expiry,2,3310.239990234375,3175,3145,3455,3485,435.43,2564.57,432.83,99.4,16.88,1,143.89,0.0,37.13,29.57,-7.56,3400.88,3129.37,0.0,1.0,3443.44,4.0239,4.0855,4.3731,0,11,2020,0,CAUTION,0.25,6
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-02,2020-11-05,2020-11-05,expiry,3,3310.239990234375,3145,3115,3490,3520,450.21,2549.79,-1597.38,-354.81,-62.65,0,100.93,-69.37,37.13,27.58,-9.55,3400.88,3129.37,0.0,1.0,3510.45,6.0482,4.9918,5.4304,0,11,2020,0,CAUTION,0.25,6
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-03,2020-11-06,2020-11-06,expiry,3,3369.159912109375,3210,3180,3545,3575,452.63,2547.37,450.03,99.43,17.67,1,132.28,-186.25,35.55,24.86,-10.69,3399.64,3129.62,0.0,1.0,3509.44,4.1637,4.724,5.2191,1,11,2020,0,CAUTION,0.25,7
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-06,2020-11-09,2020-11-09,expiry,3,3509.43994140625,3440,3410,3580,3610,339.73,2660.27,337.13,99.23,12.67,1,0.0,0.0,24.86,25.75,0.89,3400.77,3132.22,1.0,1.0,3550.5,1.17,1.9787,2.0106,4,11,2020,3,CAUTION,0.25,10
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-09,2020-11-10,2020-11-10,expiry,1,3550.5,3480,3450,3625,3655,359.43,2640.57,356.83,99.28,13.51,1,0.0,0.0,25.75,24.8,-0.95,3401.62,3133.75,1.0,1.0,3545.53,-0.14,1.9856,2.0983,0,11,2020,3,CAUTION,0.25,11
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-09,2020-11-10,2020-11-11,profit_target,1,3550.5,3450,3420,3660,3690,389.97,2610.03,242.32,62.14,9.28,1,287.52,0.0,25.75,24.8,-0.95,3401.62,3133.75,1.0,1.0,3545.53,-0.14,2.8306,3.0841,0,11,2020,3,CAUTION,0.25,11
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-09,2020-11-11,2020-11-12,profit_target,2,3550.5,3430,3400,3685,3715,426.29,2573.71,348.02,81.64,13.52,1,393.22,0.0,25.75,23.45,-2.3,3401.62,3133.75,1.0,1.0,3572.66,0.6241,3.3939,3.7882,0,11,2020,3,CAUTION,0.25,11
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-10,2020-11-12,2020-11-13,profit_target,2,3545.530029296875,3430,3400,3675,3705,422.74,2577.26,319.97,75.69,12.42,1,365.17,0.0,24.8,25.35,0.55,3402.52,3135.1,1.0,1.0,3537.01,-0.2403,3.2585,3.6516,1,11,2020,3,NEUTRAL,1.0,1
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-13,2020-11-16,2020-11-16,expiry,3,3585.14990234375,3520,3490,3655,3685,316.97,2683.03,314.37,99.18,11.72,1,0.0,0.0,23.1,22.45,-0.65,3405.17,3139.66,1.0,1.0,3626.91,1.1648,1.8172,1.9483,4,11,2020,3,NEUTRAL,1.0,4
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-16,2020-11-17,2020-11-17,expiry,1,3626.909912109375,3565,3535,3695,3725,333.66,2666.34,331.06,99.22,12.42,1,0.0,0.0,22.45,22.71,0.26,3409.16,3141.55,1.0,1.0,3609.53,-0.4792,1.707,1.8774,0,11,2020,3,NEUTRAL,1.0,5
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-16,2020-11-17,2020-11-18,profit_target,1,3626.909912109375,3535,3505,3725,3755,356.94,2643.06,166.4,46.62,6.3,1,211.6,0.0,22.45,22.71,0.26,3409.16,3141.55,1.0,1.0,3609.53,-0.4792,2.5341,2.7045,0,11,2020,3,NEUTRAL,1.0,5
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-16,2020-11-19,2020-11-19,expiry,3,3626.909912109375,3520,3490,3745,3775,421.08,2578.92,418.48,99.38,16.23,1,132.31,0.0,22.45,23.11,0.66,3409.16,3141.55,1.0,1.0,3581.87,-1.2418,2.9477,3.2559,0,11,2020,3,NEUTRAL,1.0,5
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-17,2020-11-19,2020-11-20,profit_target,2,3609.530029296875,3500,3470,3730,3760,405.3,2594.7,262.57,64.78,10.12,1,307.77,-33.19,22.71,23.11,0.4,3414.72,3143.11,1.0,1.0,3581.87,-0.7663,3.0345,3.3376,1,11,2020,3,NEUTRAL,1.0,6
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-20,2020-11-23,2020-11-23,expiry,3,3557.5400390625,3490,3460,3625,3655,335.86,2664.14,333.26,99.23,12.51,1,0.0,0.0,23.7,22.66,-1.04,3427.28,3146.61,1.0,1.0,3577.59,0.5636,1.8985,1.8963,4,11,2020,3,NEUTRAL,1.0,9
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-23,2020-11-24,2020-11-24,expiry,1,3577.590087890625,3515,3485,3645,3675,328.23,2671.77,325.63,99.21,12.19,1,0.0,0.0,22.66,21.64,-1.02,3431.16,3147.73,1.0,1.0,3635.41,1.6162,1.7495,1.8842,0,11,2020,3,NEUTRAL,1.0,10
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-23,2020-11-25,2020-11-25,expiry,2,3577.590087890625,3490,3460,3675,3705,380.19,2619.81,377.59,99.32,14.41,1,0.0,-48.57,22.66,21.25,-1.41,3431.16,3147.73,1.0,1.0,3629.65,1.4552,2.4483,2.7228,0,11,2020,3,NEUTRAL,1.0,10
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-23,2020-11-25,2020-11-26,profit_target,2,3577.590087890625,3470,3440,3695,3725,415.31,2584.69,206.36,49.69,7.98,1,251.56,-48.45,22.66,21.25,-1.41,3431.16,3147.73,1.0,1.0,3629.65,1.4552,3.0073,3.2818,0,11,2020,3,NEUTRAL,1.0,10
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-24,2020-11-27,2020-11-27,expiry,3,3635.409912109375,3530,3500,3750,3780,403.03,2596.97,400.43,99.35,15.42,1,182.85,0.0,21.64,20.84,-0.8,3435.85,3149.12,1.0,1.0,3638.35,0.0809,2.8995,3.1521,1,11,2020,4,NEUTRAL,1.0,11
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-27,2020-11-30,2020-11-30,expiry,3,3638.35009765625,3580,3550,3700,3730,327.39,2672.61,324.79,99.21,12.15,1,0.0,0.0,20.84,20.57,-0.27,3446.36,3151.69,1.0,1.0,3621.63,-0.4596,1.6038,1.6944,4,11,2020,5,NEUTRAL,1.0,13
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-30,2020-12-01,2020-12-01,expiry,1,3621.6298828125,3565,3535,3685,3715,310.08,2689.92,307.48,99.16,11.43,1,0.0,0.0,20.57,20.77,0.2,3452.4,3152.9,1.0,1.0,3662.45,1.1271,1.5637,1.7498,0,11,2020,5,NEUTRAL,1.0,14
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-30,2020-12-02,2020-12-02,expiry,2,3621.6298828125,3540,3510,3710,3740,366.27,2633.73,363.67,99.29,13.81,1,51.92,0.0,20.57,21.17,0.6,3452.4,3152.9,1.0,1.0,3669.01,1.3083,2.254,2.4401,0,11,2020,5,NEUTRAL,1.0,14
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-11-30,2020-12-03,2020-12-03,expiry,3,3621.6298828125,3520,3490,3730,3760,386.73,2613.27,384.13,99.33,14.7,1,187.69,0.0,20.57,21.28,0.71,3452.4,3152.9,1.0,1.0,3666.72,1.245,2.8062,2.9923,0,11,2020,5,NEUTRAL,1.0,14
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-01,2020-12-03,2020-12-04,profit_target,2,3662.449951171875,3560,3530,3775,3805,387.56,2612.44,299.97,77.4,11.48,1,345.17,0.0,20.77,21.28,0.51,3460.03,3154.36,1.0,1.0,3666.72,0.1166,2.7973,3.0731,1,12,2020,5,NEUTRAL,1.0,15
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-04,2020-12-07,2020-12-07,expiry,3,3699.1201171875,3640,3610,3765,3795,307.77,2692.23,305.17,99.16,11.34,1,0.0,0.0,20.79,21.3,0.51,3484.74,3159.05,1.0,1.0,3691.96,-0.1936,1.5982,1.781,4,12,2020,5,NEUTRAL,1.0,18
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-07,2020-12-08,2020-12-08,expiry,1,3691.9599609375,3630,3600,3755,3785,329.95,2670.05,327.35,99.21,12.26,1,0.0,0.0,21.3,20.68,-0.62,3492.61,3161.38,1.0,1.0,3702.25,0.2787,1.6782,1.7075,0,12,2020,5,NEUTRAL,1.0,19
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-07,2020-12-08,2020-12-09,profit_target,1,3691.9599609375,3605,3575,3785,3815,371.25,2628.75,221.93,59.78,8.44,1,267.13,0.0,21.3,20.68,-0.62,3492.61,3161.38,1.0,1.0,3702.25,0.2787,2.3554,2.5201,0,12,2020,5,NEUTRAL,1.0,19
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-07,2020-12-09,2020-12-10,profit_target,2,3691.9599609375,3585,3555,3805,3835,401.9,2598.1,280.02,69.67,10.78,1,325.22,0.0,21.3,22.27,0.97,3492.61,3161.38,1.0,1.0,3672.82,-0.5184,2.8971,3.0618,0,12,2020,5,NEUTRAL,1.0,19
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-08,2020-12-10,2020-12-11,profit_target,2,3702.25,3600,3570,3815,3845,395.37,2604.63,181.55,45.92,6.97,1,226.75,0.0,20.68,22.52,1.84,3499.62,3164.25,1.0,1.0,3668.1,-0.9224,2.7618,3.0454,1,12,2020,5,NEUTRAL,1.0,20
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-11,2020-12-14,2020-12-14,expiry,3,3663.4599609375,3595,3565,3735,3765,316.5,2683.5,313.9,99.18,11.7,1,0.0,0.0,23.31,24.72,1.41,3518.13,3174.03,1.0,1.0,3647.49,-0.4359,1.8687,1.9528,4,12,2020,4,NEUTRAL,1.0,23
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-14,2020-12-15,2020-12-15,expiry,1,3647.489990234375,3575,3545,3720,3750,343.38,2656.62,340.78,99.24,12.83,1,0.0,0.0,24.72,22.89,-1.83,3524.11,3176.81,1.0,1.0,3694.62,1.2921,1.9874,1.9879,0,12,2020,4,NEUTRAL,1.0,24
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-14,2020-12-16,2020-12-16,expiry,2,3647.489990234375,3550,3520,3755,3785,399.22,2600.78,396.62,99.35,15.25,1,142.6,0.0,24.72,22.5,-2.22,3524.11,3176.81,1.0,1.0,3701.17,1.4717,2.6728,2.9475,0,12,2020,4,NEUTRAL,1.0,24
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-14,2020-12-16,2020-12-17,profit_target,2,3647.489990234375,3525,3495,3780,3810,408.06,2591.94,238.94,58.56,9.22,1,284.14,0.0,24.72,22.5,-2.22,3524.11,3176.81,1.0,1.0,3701.17,1.4717,3.3582,3.6329,0,12,2020,4,NEUTRAL,1.0,24
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-15,2020-12-17,2020-12-18,profit_target,2,3694.6201171875,3580,3550,3820,3850,396.86,2603.14,297.65,75.0,11.43,1,342.85,0.0,22.89,21.93,-0.96,3529.83,3180.27,1.0,1.0,3722.48,0.7541,3.1024,3.3936,1,12,2020,4,NEUTRAL,1.0,25
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-18,2020-12-21,2020-12-21,expiry,3,3709.409912109375,3645,3615,3775,3805,313.31,2686.69,310.71,99.17,11.56,1,0.0,0.0,21.57,25.16,3.59,3547.94,3190.3,1.0,1.0,3694.92,-0.3906,1.7364,1.7682,4,12,2020,5,NEUTRAL,1.0,28
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-21,2020-12-22,2020-12-22,expiry,1,3694.919921875,3620,3590,3770,3800,345.32,2654.68,342.72,99.25,12.91,1,0.0,0.0,25.16,24.23,-0.93,3552.3,3195.04,1.0,1.0,3687.26,-0.2073,2.0276,2.032,0,12,2020,4,NEUTRAL,1.0,29
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-21,2020-12-22,2020-12-23,profit_target,1,3694.919921875,3595,3565,3805,3835,410.36,2589.64,248.76,60.62,9.61,1,293.96,0.0,25.16,24.23,-0.93,3552.3,3195.04,1.0,1.0,3687.26,-0.2073,2.7043,2.9792,0,12,2020,4,NEUTRAL,1.0,29
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-21,2020-12-23,2020-12-24,profit_target,2,3694.919921875,3570,3540,3830,3860,423.96,2576.04,352.12,83.06,13.67,1,397.32,0.0,25.16,23.31,-1.85,3552.3,3195.04,1.0,1.0,3690.01,-0.1329,3.3809,3.6558,0,12,2020,4,NEUTRAL,1.0,29
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-22,2020-12-23,2020-12-25,profit_target,1,3687.260009765625,3570,3540,3820,3850,420.52,2579.48,166.11,39.5,6.44,1,211.31,0.0,24.23,23.31,-0.92,3555.36,3199.07,1.0,1.0,3690.01,0.0746,3.1801,3.6,1,12,2020,4,NEUTRAL,1.0,30
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-28,2020-12-29,2020-12-29,expiry,1,3735.360107421875,3670,3640,3800,3830,327.49,2672.51,324.89,99.21,12.16,1,0.0,0.0,21.7,23.08,1.38,3568.25,3215.05,1.0,1.0,3727.04,-0.2227,1.7498,1.7305,0,12,2020,5,NEUTRAL,1.0,33
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-28,2020-12-29,2020-12-30,profit_target,1,3735.360107421875,3645,3615,3830,3860,378.36,2621.64,172.61,45.62,6.58,1,217.81,0.0,21.7,23.08,1.38,3568.25,3215.05,1.0,1.0,3727.04,-0.2227,2.419,2.5336,0,12,2020,5,NEUTRAL,1.0,33
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-28,2020-12-30,2020-12-31,profit_target,2,3735.360107421875,3625,3595,3855,3885,391.34,2608.66,294.44,75.24,11.29,1,339.64,0.0,21.7,22.77,1.07,3568.25,3215.05,1.0,1.0,3732.04,-0.0889,2.9545,3.2029,0,12,2020,5,NEUTRAL,1.0,33
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-12-29,2020-12-31,2021-01-01,profit_target,2,3727.0400390625,3610,3580,3855,3885,395.05,2604.95,286.07,72.41,10.98,1,331.27,0.0,23.08,22.75,-0.33,3573.12,3221.75,1.0,1.0,3756.07,0.7789,3.1403,3.4333,1,12,2020,4,NEUTRAL,1.0,34
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-04,2021-01-05,2021-01-05,expiry,1,3700.64990234375,3620,3590,3785,3815,333.69,2666.31,331.09,99.22,12.42,1,0.0,0.0,26.97,25.34,-1.63,3590.78,3241.01,1.0,1.0,3726.86,0.7083,2.1793,2.2793,0,1,2021,4,NEUTRAL,1.0,37
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-04,2021-01-05,2021-01-06,profit_target,1,3700.64990234375,3590,3560,3820,3850,397.82,2602.18,222.71,55.98,8.56,1,267.91,0.0,26.97,25.34,-1.63,3590.78,3241.01,1.0,1.0,3726.86,0.7083,2.99,3.2251,0,1,2021,4,NEUTRAL,1.0,37
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-04,2021-01-06,2021-01-07,profit_target,2,3700.64990234375,3565,3535,3845,3875,428.28,2571.72,283.2,66.12,11.01,1,328.4,0.0,26.97,25.07,-1.9,3590.78,3241.01,1.0,1.0,3748.14,1.2833,3.6656,3.9007,0,1,2021,4,NEUTRAL,1.0,37
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-05,2021-01-08,2021-01-08,expiry,3,3726.860107421875,3600,3570,3865,3895,422.39,2577.61,419.79,99.38,16.29,1,172.5,0.0,25.34,21.56,-3.78,3596.25,3248.12,1.0,1.0,3824.68,2.6247,3.4039,3.7066,1,1,2021,3,NEUTRAL,1.0,38
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-08,2021-01-11,2021-01-11,expiry,3,3824.679931640625,3760,3730,3895,3925,312.68,2687.32,310.08,99.17,11.54,1,0.0,0.0,21.56,24.08,2.52,3618.64,3269.2,1.0,1.0,3799.61,-0.6555,1.6911,1.8386,4,1,2021,4,NEUTRAL,1.0,41
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-11,2021-01-12,2021-01-12,expiry,1,3799.610107421875,3730,3700,3875,3905,360.89,2639.11,358.29,99.28,13.58,1,0.0,0.0,24.08,23.33,-0.75,3629.21,3275.05,1.0,1.0,3801.19,0.0416,1.832,1.9841,0,1,2021,3,NEUTRAL,1.0,42
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-11,2021-01-12,2021-01-13,profit_target,1,3799.610107421875,3700,3670,3910,3940,391.48,2608.52,244.4,62.43,9.37,1,289.6,0.0,24.08,23.33,-0.75,3629.21,3275.05,1.0,1.0,3801.19,0.0416,2.6216,2.9053,0,1,2021,3,NEUTRAL,1.0,42
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-11,2021-01-13,2021-01-14,profit_target,2,3799.610107421875,3675,3645,3935,3965,404.69,2595.31,336.2,83.08,12.95,1,381.4,0.0,24.08,22.21,-1.87,3629.21,3275.05,1.0,1.0,3809.84,0.2692,3.2795,3.5633,0,1,2021,3,NEUTRAL,1.0,42
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-12,2021-01-13,2021-01-15,profit_target,1,3801.18994140625,3685,3655,3930,3960,432.63,2567.37,176.22,40.73,6.86,1,221.42,0.0,23.33,22.21,-1.12,3639.03,3281.35,1.0,1.0,3809.84,0.2276,3.0567,3.3887,1,1,2021,3,NEUTRAL,1.0,43
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-15,2021-01-18,2021-01-18,expiry,3,3768.25,3695,3665,3845,3875,330.61,2669.39,328.01,99.21,12.29,1,0.0,0.0,24.34,24.34,0.0,3667.52,3299.81,1.0,1.0,3768.25,0.0,1.9439,2.0368,4,1,2021,3,NEUTRAL,1.0,46
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2021-01-19,2021-01-21,2021-01-22,profit_target,2,3798.909912109375,3680,3650,3930,3960,404.79,2595.21,232.34,57.4,8.95,1,277.54,0.0,23.24,21.32,-1.92,3674.63,3306.17,1.0,1.0,3853.07,1.4257,3.1301,3.4507,1,1,2021,3,NEUTRAL,1.0,47
