risk_on_put_delta,risk_on_call_delta,risk_off_put_delta,risk_off_call_delta,protection_ratio_risk_on,protection_ratio_risk_off,ladder_tenors,purchase_frequency_days,budget_tiers,final_value,total_return,cagr,max_drawdown,vol,sharpe,score,shares_owned,total_trades
-0.2,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1005066.3971297045,0.0050663971297044775,0.0012668046269199706,0.04273220640777745,0.015223480387349825,0.09084520639070609,0.0012668046269199706,1100,245
-0.2,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1005066.3971297045,0.0050663971297044775,0.0012668046269199706,0.04273220640777745,0.015223480387349825,0.09084520639070609,0.0012668046269199706,1100,245
-0.2,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1005066.3971297045,0.0050663971297044775,0.0012668046269199706,0.04273220640777745,0.015223480387349825,0.09084520639070609,0.0012668046269199706,1100,245
-0.2,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1005066.3971297045,0.0050663971297044775,0.0012668046269199706,0.04273220640777745,0.015223480387349825,0.09084520639070609,0.0012668046269199706,1100,245
-0.2,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004917.0239673649,0.0049170239673649195,0.0012295238338826397,0.04273220640777745,0.015204400627584425,0.08848895156569957,0.0012295238338826397,1100,247
-0.2,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004917.0239673649,0.0049170239673649195,0.0012295238338826397,0.04273220640777745,0.015204400627584425,0.08848895156569957,0.0012295238338826397,1100,247
-0.2,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004917.0239673649,0.0049170239673649195,0.0012295238338826397,0.04273220640777745,0.015204400627584425,0.08848895156569957,0.0012295238338826397,1100,247
-0.2,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004917.0239673649,0.0049170239673649195,0.0012295238338826397,0.04273220640777745,0.015204400627584425,0.08848895156569957,0.0012295238338826397,1100,247
-0.2,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004895.9045507509,0.004895904550750856,0.0012242524809515931,0.04276050036648476,0.01525510996956449,0.08789993339655403,0.0012242524809515931,1100,245
-0.2,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004895.9045507509,0.004895904550750856,0.0012242524809515931,0.04276050036648476,0.01525510996956449,0.08789993339655403,0.0012242524809515931,1100,245
-0.2,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004895.9045507509,0.004895904550750856,0.0012242524809515931,0.04276050036648476,0.01525510996956449,0.08789993339655403,0.0012242524809515931,1100,245
-0.2,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004895.9045507509,0.004895904550750856,0.0012242524809515931,0.04276050036648476,0.01525510996956449,0.08789993339655403,0.0012242524809515931,1100,245
-0.2,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004746.5313884113,0.004746531388411299,0.0011869669470701005,0.04276050036648476,0.01523606634021325,0.08554426083271835,0.0011869669470701005,1100,247
-0.2,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004746.5313884113,0.004746531388411299,0.0011869669470701005,0.04276050036648476,0.01523606634021325,0.08554426083271835,0.0011869669470701005,1100,247
-0.2,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004746.5313884113,0.004746531388411299,0.0011869669470701005,0.04276050036648476,0.01523606634021325,0.08554426083271835,0.0011869669470701005,1100,247
-0.2,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004746.5313884113,0.004746531388411299,0.0011869669470701005,0.04276050036648476,0.01523606634021325,0.08554426083271835,0.0011869669470701005,1100,247
-0.2,0.15,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004717.7164231518,0.004717716423151782,0.0011797738693566373,0.042828222593227695,0.014990286493082448,0.08621959227544002,0.0011797738693566373,1100,256
-0.2,0.15,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004717.7164231518,0.004717716423151782,0.0011797738693566373,0.042828222593227695,0.014990286493082448,0.08621959227544002,0.0011797738693566373,1100,256
-0.2,0.15,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004717.7164231518,0.004717716423151782,0.0011797738693566373,0.042828222593227695,0.014990286493082448,0.08621959227544002,0.0011797738693566373,1100,256
-0.2,0.15,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004717.7164231518,0.004717716423151782,0.0011797738693566373,0.042828222593227695,0.014990286493082448,0.08621959227544002,0.0011797738693566373,1100,256
-0.2,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.2,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.2,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.2,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004715.7651005097,0.004715765100509743,0.001179286755235598,0.04273220640777745,0.015199150556730708,0.08520992599602777,0.001179286755235598,1100,249
-0.15,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004709.164715695,0.004709164715694962,0.0011776390774842493,0.04285085121366212,0.015284033478960091,0.08471351734593613,0.0011776390774842493,1100,245
-0.15,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004709.164715695,0.004709164715694962,0.0011776390774842493,0.04285085121366212,0.015284033478960091,0.08471351734593613,0.0011776390774842493,1100,245
-0.15,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004709.164715695,0.004709164715694962,0.0011776390774842493,0.04285085121366212,0.015284033478960091,0.08471351734593613,0.0011776390774842493,1100,245
-0.15,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004709.164715695,0.004709164715694962,0.0011776390774842493,0.04285085121366212,0.015284033478960091,0.08471351734593613,0.0011776390774842493,1100,245
-0.2,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004695.1522843541,0.004695152284354088,0.0011741410770620408,0.04273220640777745,0.015193724292117766,0.08489634998886711,0.0011741410770620408,1100,249
-0.2,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004695.1522843541,0.004695152284354088,0.0011741410770620408,0.04273220640777745,0.015193724292117766,0.08489634998886711,0.0011741410770620408,1100,249
-0.2,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004695.1522843541,0.004695152284354088,0.0011741410770620408,0.04273220640777745,0.015193724292117766,0.08489634998886711,0.0011741410770620408,1100,249
-0.2,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004695.1522843541,0.004695152284354088,0.0011741410770620408,0.04273220640777745,0.015193724292117766,0.08489634998886711,0.0011741410770620408,1100,249
-0.2,0.1,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004657.3264289773,0.004657326428977307,0.001164698217843041,0.04273220640777745,0.015195838111278545,0.08426539046170425,0.001164698217843041,1100,249
-0.2,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004633.2781434625,0.004633278143462492,0.0011586946572277323,0.04273220640777745,0.015189844126326993,0.08389751121380735,0.0011586946572277323,1100,249
-0.2,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004633.2781434625,0.004633278143462492,0.0011586946572277323,0.04273220640777745,0.015189844126326993,0.08389751121380735,0.0011586946572277323,1100,249
-0.2,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004633.2781434625,0.004633278143462492,0.0011586946572277323,0.04273220640777745,0.015189844126326993,0.08389751121380735,0.0011586946572277323,1100,249
-0.2,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004633.2781434625,0.004633278143462492,0.0011586946572277323,0.04273220640777745,0.015189844126326993,0.08389751121380735,0.0011586946572277323,1100,249
-0.15,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004595.288521644,0.004595288521643961,0.001149210476946605,0.04285802200666811,0.015306429394479832,0.08275506921465386,0.001149210476946605,1100,245
-0.15,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004595.288521644,0.004595288521643961,0.001149210476946605,0.04285802200666811,0.015306429394479832,0.08275506921465386,0.001149210476946605,1100,245
-0.15,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004595.288521644,0.004595288521643961,0.001149210476946605,0.04285802200666811,0.015306429394479832,0.08275506921465386,0.001149210476946605,1100,245
-0.15,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004595.288521644,0.004595288521643961,0.001149210476946605,0.04285802200666811,0.015306429394479832,0.08275506921465386,0.001149210476946605,1100,245
-0.2,0.15,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004568.3432608122,0.004568343260812224,0.0011424833791384703,0.042828222593227695,0.014971891366782564,0.0838170241380046,0.0011424833791384703,1100,258
-0.2,0.15,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004568.3432608122,0.004568343260812224,0.0011424833791384703,0.042828222593227695,0.014971891366782564,0.0838170241380046,0.0011424833791384703,1100,258
-0.2,0.15,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004568.3432608122,0.004568343260812224,0.0011424833791384703,0.042828222593227695,0.014971891366782564,0.0838170241380046,0.0011424833791384703,1100,258
-0.2,0.15,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004568.3432608122,0.004568343260812224,0.0011424833791384703,0.042828222593227695,0.014971891366782564,0.0838170241380046,0.0011424833791384703,1100,258
-0.15,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004559.7915533554,0.004559791553355405,0.0011403483493603872,0.04285085121366212,0.015265025337411236,0.08235768755649707,0.0011403483493603872,1100,247
-0.15,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004559.7915533554,0.004559791553355405,0.0011403483493603872,0.04285085121366212,0.015265025337411236,0.08235768755649707,0.0011403483493603872,1100,247
-0.15,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004559.7915533554,0.004559791553355405,0.0011403483493603872,0.04285085121366212,0.015265025337411236,0.08235768755649707,0.0011403483493603872,1100,247
-0.15,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004559.7915533554,0.004559791553355405,0.0011403483493603872,0.04285085121366212,0.015265025337411236,0.08235768755649707,0.0011403483493603872,1100,247
-0.2,0.15,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004547.2238441982,0.004547223844198161,0.0011372106549489835,0.04290131411836432,0.01502229840182682,0.08323513096025406,0.0011372106549489835,1100,256
-0.2,0.15,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004547.2238441982,0.004547223844198161,0.0011372106549489835,0.04290131411836432,0.01502229840182682,0.08323513096025406,0.0011372106549489835,1100,256
-0.2,0.15,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004547.2238441982,0.004547223844198161,0.0011372106549489835,0.04290131411836432,0.01502229840182682,0.08323513096025406,0.0011372106549489835,1100,256
-0.2,0.15,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004547.2238441982,0.004547223844198161,0.0011372106549489835,0.04290131411836432,0.01502229840182682,0.08323513096025406,0.0011372106549489835,1100,256
-0.2,0.1,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004545.2725215561,0.0045452725215561224,0.0011367234788668412,0.04276050036648476,0.015230828316554762,0.08227041451497527,0.0011367234788668412,1100,249
-0.2,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004524.6597054005,0.004524659705400467,0.0011315771461521962,0.04276050036648476,0.015225412065612875,0.08195633083641851,0.0011315771461521962,1100,249
-0.2,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004524.6597054005,0.004524659705400467,0.0011315771461521962,0.04276050036648476,0.015225412065612875,0.08195633083641851,0.0011315771461521962,1100,249
-0.2,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004524.6597054005,0.004524659705400467,0.0011315771461521962,0.04276050036648476,0.015225412065612875,0.08195633083641851,0.0011315771461521962,1100,249
-0.2,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004524.6597054005,0.004524659705400467,0.0011315771461521962,0.04276050036648476,0.015225412065612875,0.08195633083641851,0.0011315771461521962,1100,249
-0.2,0.1,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004486.8338500237,0.004486833850023686,0.0011221330857467127,0.04276050036648476,0.015227522583405453,0.08132700603191403,0.0011221330857467127,1100,249
-0.2,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004462.7855645089,0.0044627855645088714,0.0011161287614200877,0.04276050036648476,0.015221539682351447,0.08095860825453166,0.0011161287614200877,1100,249
-0.2,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004462.7855645089,0.0044627855645088714,0.0011161287614200877,0.04276050036648476,0.015221539682351447,0.08095860825453166,0.0011161287614200877,1100,249
-0.2,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004462.7855645089,0.0044627855645088714,0.0011161287614200877,0.04276050036648476,0.015221539682351447,0.08095860825453166,0.0011161287614200877,1100,249
-0.2,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004462.7855645089,0.0044627855645088714,0.0011161287614200877,0.04276050036648476,0.015221539682351447,0.08095860825453166,0.0011161287614200877,1100,249
-0.15,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004445.9153593044,0.004445915359304403,0.0011119165804818198,0.04285802200666811,0.015287446558905352,0.08039984377378018,0.0011119165804818198,1100,247
-0.15,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004445.9153593044,0.004445915359304403,0.0011119165804818198,0.04285802200666811,0.015287446558905352,0.08039984377378018,0.0011119165804818198,1100,247
-0.15,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004445.9153593044,0.004445915359304403,0.0011119165804818198,0.04285802200666811,0.015287446558905352,0.08039984377378018,0.0011119165804818198,1100,247
-0.15,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004445.9153593044,0.004445915359304403,0.0011119165804818198,0.04285802200666811,0.015287446558905352,0.08039984377378018,0.0011119165804818198,1100,247
-0.2,0.15,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004397.8506818586,0.004397850681858603,0.0010999154210076245,0.04290131411836432,0.015003939257050616,0.08083341141388864,0.0010999154210076245,1100,258
-0.2,0.15,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004397.8506818586,0.004397850681858603,0.0010999154210076245,0.04290131411836432,0.015003939257050616,0.08083341141388864,0.0010999154210076245,1100,258
-0.2,0.15,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004397.8506818586,0.004397850681858603,0.0010999154210076245,0.04290131411836432,0.015003939257050616,0.08083341141388864,0.0010999154210076245,1100,258
-0.2,0.15,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004397.8506818586,0.004397850681858603,0.0010999154210076245,0.04290131411836432,0.015003939257050616,0.08083341141388864,0.0010999154210076245,1100,258
-0.2,0.15,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004367.084393957,0.004367084393957048,0.0010922332309448723,0.042828222593227695,0.01496637417343649,0.08048550745068471,0.0010922332309448723,1100,260
-0.2,0.15,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004367.084393957,0.004367084393957048,0.0010922332309448723,0.042828222593227695,0.01496637417343649,0.08048550745068471,0.0010922332309448723,1100,260
