risk_on_put_delta,risk_on_call_delta,risk_off_put_delta,risk_off_call_delta,protection_ratio_risk_on,protection_ratio_risk_off,ladder_tenors,purchase_frequency_days,budget_tiers,final_value,total_return,cagr,max_drawdown,vol,sharpe,score,shares_owned,total_trades
-0.15,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004162.169535402,0.004162169535401976,0.0010410625034682486,0.04285802200666811,0.015272970981985294,0.07582308688795185,0.0010410625034682486,1100,249
-0.15,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004159.3002148889,0.004159300214888877,0.0010403459297467776,0.06813347640236846,0.023766057247362447,0.05567104496673492,0.0010403459297467776,1600,380
-0.15,0.1,-0.35,0.05,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004159.3002148889,0.004159300214888877,0.0010403459297467776,0.06813347640236846,0.023766057247362447,0.05567104496673492,0.0010403459297467776,1600,380
-0.15,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004159.3002148889,0.004159300214888877,0.0010403459297467776,0.06813347640236846,0.023766057247362447,0.05567104496673492,0.0010403459297467776,1600,380
-0.15,0.1,-0.35,0.07,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004159.3002148889,0.004159300214888877,0.0010403459297467776,0.06813347640236846,0.023766057247362447,0.05567104496673492,0.0010403459297467776,1600,380
-0.2,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004138.153143471,0.004138153143470991,0.0010350646893226845,0.04290131411836432,0.014995211075895715,0.07654758027009047,0.0010350646893226845,1100,260
-0.2,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004129.7707813634,0.004129770781363361,0.0010329712667112023,0.06807405470003797,0.023726936732838096,0.05541285091507894,0.0010329712667112023,1600,378
-0.2,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004129.7707813634,0.004129770781363361,0.0010329712667112023,0.06807405470003797,0.023726936732838096,0.05541285091507894,0.0010329712667112023,1600,378
-0.2,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004129.7707813634,0.004129770781363361,0.0010329712667112023,0.06807405470003797,0.023726936732838096,0.05541285091507894,0.0010329712667112023,1600,378
-0.2,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004129.7707813634,0.004129770781363361,0.0010329712667112023,0.06807405470003797,0.023726936732838096,0.05541285091507894,0.0010329712667112023,1600,378
-0.2,0.15,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004114.1048579562,0.004114104857956176,0.001029058802395566,0.04290131411836432,0.014989402298887757,0.07617080758032718,0.001029058802395566,1100,260
-0.2,0.15,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004114.1048579562,0.004114104857956176,0.001029058802395566,0.04290131411836432,0.014989402298887757,0.07617080758032718,0.001029058802395566,1100,260
-0.2,0.15,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004114.1048579562,0.004114104857956176,0.001029058802395566,0.04290131411836432,0.014989402298887757,0.07617080758032718,0.001029058802395566,1100,260
-0.2,0.15,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004114.1048579562,0.004114104857956176,0.001029058802395566,0.04290131411836432,0.014989402298887757,0.07617080758032718,0.001029058802395566,1100,260
-0.15,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004109.7547970244,0.00410975479702442,0.0010279723943453778,0.06813347640236846,0.0237666773461722,0.05514964041332346,0.0010279723943453778,1600,380
-0.15,0.1,-0.35,0.05,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004109.7547970244,0.00410975479702442,0.0010279723943453778,0.06813347640236846,0.0237666773461722,0.05514964041332346,0.0010279723943453778,1600,380
-0.15,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004109.7547970244,0.00410975479702442,0.0010279723943453778,0.06813347640236846,0.0237666773461722,0.05514964041332346,0.0010279723943453778,1600,380
-0.15,0.1,-0.35,0.07,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004109.7547970244,0.00410975479702442,0.0010279723943453778,0.06813347640236846,0.0237666773461722,0.05514964041332346,0.0010279723943453778,1600,380
-0.15,0.15,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004097.2346527517,0.004097234652751708,0.0010248455252321875,0.04303362148152668,0.015056011074019542,0.07562045277189965,0.0010248455252321875,1100,258
-0.15,0.15,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004097.2346527517,0.004097234652751708,0.0010248455252321875,0.04303362148152668,0.015056011074019542,0.07562045277189965,0.0010248455252321875,1100,258
-0.15,0.15,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004097.2346527517,0.004097234652751708,0.0010248455252321875,0.04303362148152668,0.015056011074019542,0.07562045277189965,0.0010248455252321875,1100,258
-0.15,0.15,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004097.2346527517,0.004097234652751708,0.0010248455252321875,0.04303362148152668,0.015056011074019542,0.07562045277189965,0.0010248455252321875,1100,258
-0.15,0.1,-0.3,0.07,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004035.7962687267,0.004035796268726699,0.001009501046443928,0.06813347640236846,0.023768725299117572,0.054369877756294684,0.001009501046443928,1600,380
-0.15,0.1,-0.3,0.05,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004035.7962687267,0.004035796268726699,0.001009501046443928,0.06813347640236846,0.023768725299117572,0.054369877756294684,0.001009501046443928,1600,380
-0.15,0.1,-0.3,0.07,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004035.7962687267,0.004035796268726699,0.001009501046443928,0.06813347640236846,0.023768725299117572,0.054369877756294684,0.001009501046443928,1600,380
-0.15,0.1,-0.3,0.05,0.6,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004035.7962687267,0.004035796268726699,0.001009501046443928,0.06813347640236846,0.023768725299117572,0.054369877756294684,0.001009501046443928,1600,380
-0.15,0.15,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.15,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.15,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.15,-0.3,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1004009.8519799475,0.004009851979947533,0.0010030211466378613,0.04299324632719859,0.015027821011305646,0.07428196891688904,0.0010030211466378613,1100,260
-0.15,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003998.6012454786,0.003998601245478611,0.0010002111006643943,0.06813347640236846,0.023769235271195798,0.053978410698169055,0.0010002111006643943,1600,380
-0.15,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003998.6012454786,0.003998601245478611,0.0010002111006643943,0.06813347640236846,0.023769235271195798,0.053978410698169055,0.0010002111006643943,1600,380
-0.15,0.1,-0.3,0.07,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003998.6012454786,0.003998601245478611,0.0010002111006643943,0.06813347640236846,0.023769235271195798,0.053978410698169055,0.0010002111006643943,1600,380
-0.15,0.1,-0.3,0.05,0.6,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003998.6012454786,0.003998601245478611,0.0010002111006643943,0.06813347640236846,0.023769235271195798,0.053978410698169055,0.0010002111006643943,1600,380
-0.15,0.15,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003989.2391637919,0.003989239163791877,0.0009978727571167134,0.04299324632719859,0.015022559033292398,0.07396004552457004,0.0009978727571167134,1100,260
-0.15,0.15,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003989.2391637919,0.003989239163791877,0.0009978727571167134,0.04299324632719859,0.015022559033292398,0.07396004552457004,0.0009978727571167134,1100,260
-0.15,0.15,-0.35,0.07,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003989.2391637919,0.003989239163791877,0.0009978727571167134,0.04299324632719859,0.015022559033292398,0.07396004552457004,0.0009978727571167134,1100,260
-0.15,0.15,-0.35,0.05,0.6,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003989.2391637919,0.003989239163791877,0.0009978727571167134,0.04299324632719859,0.015022559033292398,0.07396004552457004,0.0009978727571167134,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.15,0.15,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.15,0.15,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.15,0.15,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.15,0.15,-0.3,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.15,0.15,-0.3,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003951.4133084151,0.003951413308415096,0.0009884249221454589,0.04299324632719859,0.01502460395545013,0.07332323871074696,0.0009884249221454589,1100,260
-0.2,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003936.0546724087,0.0039360546724087325,0.0009845886906161283,0.06817411788340642,0.023726171787030105,0.05337488791120888,0.0009845886906161283,1600,380
-0.2,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003936.0546724087,0.0039360546724087325,0.0009845886906161283,0.06817411788340642,0.023726171787030105,0.05337488791120888,0.0009845886906161283,1600,380
-0.2,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003936.0546724087,0.0039360546724087325,0.0009845886906161283,0.06817411788340642,0.023726171787030105,0.05337488791120888,0.0009845886906161283,1600,380
-0.2,0.1,-0.35,0.05,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003936.0546724087,0.0039360546724087325,0.0009845886906161283,0.06817411788340642,0.023726171787030105,0.05337488791120888,0.0009845886906161283,1600,380
-0.15,0.15,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003927.3650229003,0.003927365022900282,0.0009824181979598556,0.04299324632719859,0.01501880598487184,0.07294582897664006,0.0009824181979598556,1100,260
-0.15,0.15,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003927.3650229003,0.003927365022900282,0.0009824181979598556,0.04299324632719859,0.01501880598487184,0.07294582897664006,0.0009824181979598556,1100,260
-0.15,0.15,-0.35,0.07,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003927.3650229003,0.003927365022900282,0.0009824181979598556,0.04299324632719859,0.01501880598487184,0.07294582897664006,0.0009824181979598556,1100,260
-0.15,0.15,-0.35,0.05,0.6,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003927.3650229003,0.003927365022900282,0.0009824181979598556,0.04299324632719859,0.01501880598487184,0.07294582897664006,0.0009824181979598556,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003895.9757858965,0.0038959757858965313,0.0009745777059333438,0.04303362148152668,0.01505052921726379,0.07230282171045237,0.0009745777059333438,1100,260
-0.2,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003886.5092545443,0.0038865092545442748,0.0009722130930078787,0.06817411788340642,0.02372679199214427,0.05285254985585461,0.0009722130930078787,1600,380
-0.2,0.1,-0.35,0.05,0.5,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003886.5092545443,0.0038865092545442748,0.0009722130930078787,0.06817411788340642,0.02372679199214427,0.05285254985585461,0.0009722130930078787,1600,380
-0.2,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003886.5092545443,0.0038865092545442748,0.0009722130930078787,0.06817411788340642,0.02372679199214427,0.05285254985585461,0.0009722130930078787,1600,380
-0.2,0.1,-0.35,0.07,0.5,0.8,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003886.5092545443,0.0038865092545442748,0.0009722130930078787,0.06817411788340642,0.02372679199214427,0.05285254985585461,0.0009722130930078787,1600,380
-0.15,0.15,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003875.3629697409,0.003875362969740876,0.0009694288787118754,0.04303362148152668,0.015045274285363832,0.07198061863248498,0.0009694288787118754,1100,260
-0.15,0.15,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003875.3629697409,0.003875362969740876,0.0009694288787118754,0.04303362148152668,0.015045274285363832,0.07198061863248498,0.0009694288787118754,1100,260
-0.15,0.15,-0.35,0.05,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003875.3629697409,0.003875362969740876,0.0009694288787118754,0.04303362148152668,0.015045274285363832,0.07198061863248498,0.0009694288787118754,1100,260
-0.15,0.15,-0.35,0.07,0.5,0.8,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003875.3629697409,0.003875362969740876,0.0009694288787118754,0.04303362148152668,0.015045274285363832,0.07198061863248498,0.0009694288787118754,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.3,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.3,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003837.5371143641,0.003837537114364095,0.0009599802404909319,0.04303362148152668,0.015047316902801089,0.07134498269519685,0.0009599802404909319,1100,260
-0.15,0.15,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003813.4888288493,0.0038134888288492803,0.000953973005601183,0.04303362148152668,0.015041526712719758,0.07096729737271446,0.000953973005601183,1100,260
-0.15,0.15,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003813.4888288493,0.0038134888288492803,0.000953973005601183,0.04303362148152668,0.015041526712719758,0.07096729737271446,0.000953973005601183,1100,260
-0.15,0.15,-0.35,0.07,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.0075}",1003813.4888288493,0.0038134888288492803,0.000953973005601183,0.04303362148152668,0.015041526712719758,0.07096729737271446,0.000953973005601183,1100,260
-0.15,0.15,-0.35,0.05,0.5,0.9,"[35, 70, 105]",30,"{'calm': 0.002, 'normal': 0.003, 'stress': 0.01}",1003813.4888288493,0.0038134888288492803,0.000953973005601183,0.04303362148152668,0.015041526712719758,0.07096729737271446,0.000953973005601183,1100,260
-0.2,0.1,-0.3,0.07,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003812.5507262466,0.0038125507262465543,0.0009537386664317804,0.06817411788340642,0.023728842809339366,0.05207149497454885,0.0009537386664317804,1600,380
-0.2,0.1,-0.3,0.07,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003812.5507262466,0.0038125507262465543,0.0009537386664317804,0.06817411788340642,0.023728842809339366,0.05207149497454885,0.0009537386664317804,1600,380
-0.2,0.1,-0.3,0.05,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003812.5507262466,0.0038125507262465543,0.0009537386664317804,0.06817411788340642,0.023728842809339366,0.05207149497454885,0.0009537386664317804,1600,380
-0.2,0.1,-0.3,0.05,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.01}",1003812.5507262466,0.0038125507262465543,0.0009537386664317804,0.06817411788340642,0.023728842809339366,0.05207149497454885,0.0009537386664317804,1600,380
-0.15,0.1,-0.35,0.07,0.5,0.9,"[35, 70, 105]",14,"{'calm': 0.001, 'normal': 0.003, 'stress': 0.0075}",1003792.2628013745,0.0037922628013745416,0.0009486706780030829,0.06799401209785247,0.0237765979708866,0.05180143739577107,0.0009486706780030829,1600,382
